time_period,financial_quarter,sending_location,age_group,measure,value
Financial Quarter,2018/19 Q3,East Renfrewshire,All Ages,Number of People,1240
Financial Quarter,2018/19 Q3,East Renfrewshire,All Ages,Number of Hours,130035
Financial Quarter,2018/19 Q3,Falkirk,All Ages,"Rate per 1,000 Population",12.7
Financial Quarter,2018/19 Q3,Falkirk,All Ages,Number of People,2040
Financial Quarter,2018/19 Q3,Falkirk,All Ages,Number of Hours,160010
Financial Quarter,2018/19 Q3,Fife,All Ages,"Rate per 1,000 Population",10.2
Financial Quarter,2018/19 Q3,Fife,All Ages,Number of People,3785
Financial Quarter,2018/19 Q3,Fife,All Ages,Number of Hours,730940
Financial Quarter,2018/19 Q3,Glasgow City,All Ages,"Rate per 1,000 Population",10.4
Financial Quarter,2018/19 Q3,Glasgow City,All Ages,Number of People,6485
Financial Quarter,2018/19 Q3,Glasgow City,All Ages,Number of Hours,609695
Financial Quarter,2018/19 Q3,Highland,All Ages,"Rate per 1,000 Population",9
Financial Quarter,2018/19 Q3,Highland,All Ages,Number of People,2110
Financial Quarter,2018/19 Q3,Highland,All Ages,Number of Hours,202990
Financial Quarter,2018/19 Q3,Inverclyde,All Ages,"Rate per 1,000 Population",17.7
Financial Quarter,2018/19 Q3,Inverclyde,All Ages,Number of People,1380
Financial Quarter,2018/19 Q3,Inverclyde,All Ages,Number of Hours,120630
Financial Quarter,2018/19 Q3,Midlothian,All Ages,"Rate per 1,000 Population",11.2
Financial Quarter,2018/19 Q3,Midlothian,All Ages,Number of People,1025
Financial Quarter,2018/19 Q3,Midlothian,All Ages,Number of Hours,113210
Financial Quarter,2018/19 Q3,Moray,All Ages,"Rate per 1,000 Population",12.7
Financial Quarter,2018/19 Q3,Moray,All Ages,Number of People,1210
Financial Quarter,2018/19 Q3,Moray,All Ages,Number of Hours,207720
Financial Quarter,2018/19 Q3,North Ayrshire,All Ages,"Rate per 1,000 Population",18.8
Financial Quarter,2018/19 Q3,North Ayrshire,All Ages,Number of People,2545
Financial Quarter,2018/19 Q3,North Ayrshire,All Ages,Number of Hours,374310
Financial Quarter,2018/19 Q3,North Lanarkshire,All Ages,"Rate per 1,000 Population",11.9
Financial Quarter,2018/19 Q3,North Lanarkshire,All Ages,Number of People,4055
Financial Quarter,2018/19 Q3,North Lanarkshire,All Ages,Number of Hours,390750
Financial Quarter,2018/19 Q3,Orkney Islands,All Ages,"Rate per 1,000 Population",9.9
Financial Quarter,2018/19 Q3,Orkney Islands,All Ages,Number of People,220
Financial Quarter,2018/19 Q3,Orkney Islands,All Ages,Number of Hours,21065
Financial Quarter,2018/19 Q3,Perth and Kinross,All Ages,"Rate per 1,000 Population",12.1
Financial Quarter,2018/19 Q3,Perth and Kinross,All Ages,Number of People,1830
Financial Quarter,2018/19 Q3,Perth and Kinross,All Ages,Number of Hours,248200
Financial Quarter,2018/19 Q3,Renfrewshire,All Ages,"Rate per 1,000 Population",13.4
Financial Quarter,2018/19 Q3,Renfrewshire,All Ages,Number of People,2380
Financial Quarter,2018/19 Q3,Renfrewshire,All Ages,Number of Hours,411475
Financial Quarter,2018/19 Q3,Scottish Borders,All Ages,"Rate per 1,000 Population",12.6
Financial Quarter,2018/19 Q3,Scottish Borders,All Ages,Number of People,1455
Financial Quarter,2018/19 Q3,Scottish Borders,All Ages,Number of Hours,125330
Financial Quarter,2018/19 Q3,Shetland,All Ages,"Rate per 1,000 Population",16.3
Financial Quarter,2018/19 Q3,Shetland,All Ages,Number of People,375
Financial Quarter,2018/19 Q3,Shetland,All Ages,Number of Hours,38990
Financial Quarter,2018/19 Q3,South Ayrshire,All Ages,"Rate per 1,000 Population",17.9
Financial Quarter,2018/19 Q3,South Ayrshire,All Ages,Number of People,2020
Financial Quarter,2018/19 Q3,South Ayrshire,All Ages,Number of Hours,231075
Financial Quarter,2018/19 Q3,South Lanarkshire,All Ages,"Rate per 1,000 Population",13
Financial Quarter,2018/19 Q3,South Lanarkshire,All Ages,Number of People,4150
Financial Quarter,2018/19 Q3,South Lanarkshire,All Ages,Number of Hours,567210
Financial Quarter,2018/19 Q3,Stirling,All Ages,"Rate per 1,000 Population",14.9
Financial Quarter,2018/19 Q3,Stirling,All Ages,Number of People,1410
Financial Quarter,2018/19 Q3,Stirling,All Ages,Number of Hours,251545
Financial Quarter,2018/19 Q3,West Dunbartonshire,All Ages,"Rate per 1,000 Population",18.8
Financial Quarter,2018/19 Q3,West Dunbartonshire,All Ages,Number of People,1675
Financial Quarter,2018/19 Q3,West Dunbartonshire,All Ages,Number of Hours,121370
Financial Quarter,2018/19 Q3,West Lothian,All Ages,"Rate per 1,000 Population",11
Financial Quarter,2018/19 Q3,West Lothian,All Ages,Number of People,1995
Financial Quarter,2018/19 Q3,West Lothian,All Ages,Number of Hours,278455
Financial Quarter,2018/19 Q4,Scotland (Estimated),All Ages,"Rate per 1,000 Population",12.3
Financial Quarter,2018/19 Q4,Scotland (Estimated),All Ages,Number of People,67115
Financial Quarter,2018/19 Q4,Scotland (Estimated),All Ages,Number of Hours,8578940
Financial Quarter,2018/19 Q4,Aberdeen City,All Ages,"Rate per 1,000 Population",9.3
Financial Quarter,2018/19 Q4,Aberdeen City,All Ages,Number of People,2120
Financial Quarter,2018/19 Q4,Aberdeen City,All Ages,Number of Hours,356295
Financial Quarter,2018/19 Q4,Aberdeenshire,All Ages,"Rate per 1,000 Population",8.4
Financial Quarter,2018/19 Q4,Aberdeenshire,All Ages,Number of People,2185
Financial Quarter,2018/19 Q4,Aberdeenshire,All Ages,Number of Hours,209295
Financial Quarter,2018/19 Q4,Angus,All Ages,"Rate per 1,000 Population",12.4
Financial Quarter,2018/19 Q4,Angus,All Ages,Number of People,1440
Financial Quarter,2018/19 Q4,Angus,All Ages,Number of Hours,13050
Financial Quarter,2018/19 Q4,Argyll and Bute,All Ages,"Rate per 1,000 Population",18.8
Financial Quarter,2018/19 Q4,Argyll and Bute,All Ages,Number of People,1625
Financial Quarter,2018/19 Q4,Argyll and Bute,All Ages,Number of Hours,284755
Financial Quarter,2018/19 Q4,City of Edinburgh,All Ages,"Rate per 1,000 Population",10.3
Financial Quarter,2018/19 Q4,City of Edinburgh,All Ages,Number of People,5320
Financial Quarter,2018/19 Q4,City of Edinburgh,All Ages,Number of Hours,1154445
Financial Quarter,2018/19 Q4,Clackmannanshire,All Ages,"Rate per 1,000 Population",16.9
Financial Quarter,2018/19 Q4,Clackmannanshire,All Ages,Number of People,870
Financial Quarter,2018/19 Q4,Clackmannanshire,All Ages,Number of Hours,134030
Financial Quarter,2018/19 Q4,Comhairle nan Eilean Siar,All Ages,"Rate per 1,000 Population",14.5
Financial Quarter,2018/19 Q4,Comhairle nan Eilean Siar,All Ages,Number of People,390
Financial Quarter,2018/19 Q4,Comhairle nan Eilean Siar,All Ages,Number of Hours,23105
Financial Quarter,2018/19 Q4,Dumfries and Galloway,All Ages,"Rate per 1,000 Population",15.6
Financial Quarter,2018/19 Q4,Dumfries and Galloway,All Ages,Number of People,2325
Financial Quarter,2018/19 Q4,Dumfries and Galloway,All Ages,Number of Hours,423870
Financial Quarter,2018/19 Q4,Dundee City,All Ages,"Rate per 1,000 Population",13.4
Financial Quarter,2018/19 Q4,Dundee City,All Ages,Number of People,1990
Financial Quarter,2018/19 Q4,Dundee City,All Ages,Number of Hours,229840
Financial Quarter,2018/19 Q4,East Ayrshire,All Ages,"Rate per 1,000 Population",16.6
Financial Quarter,2018/19 Q4,East Ayrshire,All Ages,Number of People,2025
Financial Quarter,2018/19 Q4,East Ayrshire,All Ages,Number of Hours,185845
Financial Quarter,2018/19 Q4,East Dunbartonshire,All Ages,"Rate per 1,000 Population",15
Financial Quarter,2018/19 Q4,East Dunbartonshire,All Ages,Number of People,1630
Financial Quarter,2018/19 Q4,East Dunbartonshire,All Ages,Number of Hours,172070
Financial Quarter,2018/19 Q4,East Lothian,All Ages,"Rate per 1,000 Population",13.8
Financial Quarter,2018/19 Q4,East Lothian,All Ages,Number of People,1460
Financial Quarter,2018/19 Q4,East Lothian,All Ages,Number of Hours,265175
Financial Quarter,2018/19 Q4,East Renfrewshire,All Ages,"Rate per 1,000 Population",12.5
Financial Quarter,2018/19 Q4,East Renfrewshire,All Ages,Number of People,1185
Financial Quarter,2018/19 Q4,East Renfrewshire,All Ages,Number of Hours,128820
Financial Quarter,2018/19 Q4,Falkirk,All Ages,"Rate per 1,000 Population",13.1
Financial Quarter,2018/19 Q4,Falkirk,All Ages,Number of People,2100
Financial Quarter,2018/19 Q4,Falkirk,All Ages,Number of Hours,158700
Financial Quarter,2018/19 Q4,Fife,All Ages,"Rate per 1,000 Population",10.2
Financial Quarter,2018/19 Q4,Fife,All Ages,Number of People,3790
Financial Quarter,2018/19 Q4,Fife,All Ages,Number of Hours,718550
Financial Quarter,2018/19 Q4,Glasgow City,All Ages,"Rate per 1,000 Population",10.5
Financial Quarter,2018/19 Q4,Glasgow City,All Ages,Number of People,6595
Financial Quarter,2018/19 Q4,Glasgow City,All Ages,Number of Hours,612685
Financial Quarter,2018/19 Q4,Highland,All Ages,"Rate per 1,000 Population",8.9
Financial Quarter,2018/19 Q4,Highland,All Ages,Number of People,2095
Financial Quarter,2018/19 Q4,Highland,All Ages,Number of Hours,196815
Financial Quarter,2018/19 Q4,Inverclyde,All Ages,"Rate per 1,000 Population",17.7
Financial Quarter,2018/19 Q4,Inverclyde,All Ages,Number of People,1380
Financial Quarter,2018/19 Q4,Inverclyde,All Ages,Number of Hours,108575
Financial Quarter,2018/19 Q4,Midlothian,All Ages,"Rate per 1,000 Population",11.5
Financial Quarter,2018/19 Q4,Midlothian,All Ages,Number of People,1050
Financial Quarter,2018/19 Q4,Midlothian,All Ages,Number of Hours,110765
Financial Quarter,2018/19 Q4,Moray,All Ages,"Rate per 1,000 Population",12.1
Financial Quarter,2018/19 Q4,Moray,All Ages,Number of People,1155
Financial Quarter,2018/19 Q4,Moray,All Ages,Number of Hours,131490
Financial Quarter,2018/19 Q4,North Ayrshire,All Ages,"Rate per 1,000 Population",19.5
Financial Quarter,2018/19 Q4,North Ayrshire,All Ages,Number of People,2635
Financial Quarter,2018/19 Q4,North Ayrshire,All Ages,Number of Hours,375025
Financial Quarter,2018/19 Q4,North Lanarkshire,All Ages,"Rate per 1,000 Population",11.8
Financial Quarter,2018/19 Q4,North Lanarkshire,All Ages,Number of People,4005
Financial Quarter,2018/19 Q4,North Lanarkshire,All Ages,Number of Hours,354890
Financial Quarter,2018/19 Q4,Orkney Islands,All Ages,"Rate per 1,000 Population",9.9
Financial Quarter,2018/19 Q4,Orkney Islands,All Ages,Number of People,220
Financial Quarter,2018/19 Q4,Orkney Islands,All Ages,Number of Hours,21065
Financial Quarter,2018/19 Q4,Perth and Kinross,All Ages,"Rate per 1,000 Population",12.5
Financial Quarter,2018/19 Q4,Perth and Kinross,All Ages,Number of People,1885
Financial Quarter,2018/19 Q4,Perth and Kinross,All Ages,Number of Hours,236445
Financial Quarter,2018/19 Q4,Renfrewshire,All Ages,"Rate per 1,000 Population",13.5
Financial Quarter,2018/19 Q4,Renfrewshire,All Ages,Number of People,2405
Financial Quarter,2018/19 Q4,Renfrewshire,All Ages,Number of Hours,409365
Financial Quarter,2018/19 Q4,Scottish Borders,All Ages,"Rate per 1,000 Population",12.7
Financial Quarter,2018/19 Q4,Scottish Borders,All Ages,Number of People,1465
Financial Quarter,2018/19 Q4,Scottish Borders,All Ages,Number of Hours,126935
Financial Quarter,2018/19 Q4,Shetland,All Ages,"Rate per 1,000 Population",15.2
Financial Quarter,2018/19 Q4,Shetland,All Ages,Number of People,350
Financial Quarter,2018/19 Q4,Shetland,All Ages,Number of Hours,33330
Financial Quarter,2018/19 Q4,South Ayrshire,All Ages,"Rate per 1,000 Population",18.3
Financial Quarter,2018/19 Q4,South Ayrshire,All Ages,Number of People,2055
Financial Quarter,2018/19 Q4,South Ayrshire,All Ages,Number of Hours,243445
Financial Quarter,2018/19 Q4,South Lanarkshire,All Ages,"Rate per 1,000 Population",13.2
Financial Quarter,2018/19 Q4,South Lanarkshire,All Ages,Number of People,4210
Financial Quarter,2018/19 Q4,South Lanarkshire,All Ages,Number of Hours,559455
Financial Quarter,2018/19 Q4,Stirling,All Ages,"Rate per 1,000 Population",14.9
Financial Quarter,2018/19 Q4,Stirling,All Ages,Number of People,1410
Financial Quarter,2018/19 Q4,Stirling,All Ages,Number of Hours,251455
Financial Quarter,2018/19 Q4,West Dunbartonshire,All Ages,"Rate per 1,000 Population",18.7
Financial Quarter,2018/19 Q4,West Dunbartonshire,All Ages,Number of People,1665
Financial Quarter,2018/19 Q4,West Dunbartonshire,All Ages,Number of Hours,118020
Financial Quarter,2018/19 Q4,West Lothian,All Ages,"Rate per 1,000 Population",11.4
Financial Quarter,2018/19 Q4,West Lothian,All Ages,Number of People,2085
Financial Quarter,2018/19 Q4,West Lothian,All Ages,Number of Hours,252400
Financial Quarter,2019/20 Q1,Scotland (Estimated),All Ages,"Rate per 1,000 Population",12.3
Financial Quarter,2019/20 Q1,Scotland (Estimated),All Ages,Number of People,67420
Financial Quarter,2019/20 Q1,Scotland (Estimated),All Ages,Number of Hours,9348695
Financial Quarter,2019/20 Q1,Aberdeen City,All Ages,"Rate per 1,000 Population",9
Financial Quarter,2019/20 Q1,Aberdeen City,All Ages,Number of People,2055
Financial Quarter,2019/20 Q1,Aberdeen City,All Ages,Number of Hours,339930
Financial Quarter,2019/20 Q1,Aberdeenshire,All Ages,"Rate per 1,000 Population",9.7
Financial Quarter,2019/20 Q1,Aberdeenshire,All Ages,Number of People,2530
Financial Quarter,2019/20 Q1,Aberdeenshire,All Ages,Number of Hours,239760
Financial Quarter,2019/20 Q1,Angus,All Ages,"Rate per 1,000 Population",12.1
Financial Quarter,2019/20 Q1,Angus,All Ages,Number of People,1405
Financial Quarter,2019/20 Q1,Angus,All Ages,Number of Hours,13145
Financial Quarter,2019/20 Q1,Argyll and Bute,All Ages,"Rate per 1,000 Population",18.9
Financial Quarter,2019/20 Q1,Argyll and Bute,All Ages,Number of People,1625
Financial Quarter,2019/20 Q1,Argyll and Bute,All Ages,Number of Hours,289280
Financial Quarter,2019/20 Q1,City of Edinburgh,All Ages,"Rate per 1,000 Population",10.4
Financial Quarter,2019/20 Q1,City of Edinburgh,All Ages,Number of People,5485
Financial Quarter,2019/20 Q1,City of Edinburgh,All Ages,Number of Hours,1290230
Financial Quarter,2019/20 Q1,Clackmannanshire,All Ages,"Rate per 1,000 Population",16.8
Financial Quarter,2019/20 Q1,Clackmannanshire,All Ages,Number of People,865
Financial Quarter,2019/20 Q1,Clackmannanshire,All Ages,Number of Hours,135480
Financial Quarter,2019/20 Q1,Comhairle nan Eilean Siar,All Ages,"Rate per 1,000 Population",14
Financial Quarter,2019/20 Q1,Comhairle nan Eilean Siar,All Ages,Number of People,375
Financial Quarter,2019/20 Q1,Comhairle nan Eilean Siar,All Ages,Number of Hours,16150
Financial Quarter,2019/20 Q1,Dumfries and Galloway,All Ages,"Rate per 1,000 Population",16.1
Financial Quarter,2019/20 Q1,Dumfries and Galloway,All Ages,Number of People,2390
Financial Quarter,2019/20 Q1,Dumfries and Galloway,All Ages,Number of Hours,461035
Financial Quarter,2019/20 Q1,Dundee City,All Ages,"Rate per 1,000 Population",13
Financial Quarter,2019/20 Q1,Dundee City,All Ages,Number of People,1935
Financial Quarter,2019/20 Q1,Dundee City,All Ages,Number of Hours,245755
Financial Quarter,2019/20 Q1,East Ayrshire,All Ages,"Rate per 1,000 Population",16.4
Financial Quarter,2019/20 Q1,East Ayrshire,All Ages,Number of People,1995
Financial Quarter,2019/20 Q1,East Ayrshire,All Ages,Number of Hours,184170
Financial Quarter,2019/20 Q1,East Dunbartonshire,All Ages,"Rate per 1,000 Population",14.1
Financial Quarter,2019/20 Q1,East Dunbartonshire,All Ages,Number of People,1530
Financial Quarter,2019/20 Q1,East Dunbartonshire,All Ages,Number of Hours,166390
Financial Quarter,2019/20 Q1,East Lothian,All Ages,"Rate per 1,000 Population",13.9
Financial Quarter,2019/20 Q1,East Lothian,All Ages,Number of People,1490
Financial Quarter,2019/20 Q1,East Lothian,All Ages,Number of Hours,256050
Financial Quarter,2019/20 Q1,East Renfrewshire,All Ages,"Rate per 1,000 Population",12.4
Financial Quarter,2019/20 Q1,East Renfrewshire,All Ages,Number of People,1180
Financial Quarter,2019/20 Q1,East Renfrewshire,All Ages,Number of Hours,114985
Financial Quarter,2019/20 Q1,Falkirk,All Ages,"Rate per 1,000 Population",13.2
Financial Quarter,2019/20 Q1,Falkirk,All Ages,Number of People,2130
Financial Quarter,2019/20 Q1,Falkirk,All Ages,Number of Hours,171865
Financial Quarter,2019/20 Q1,Fife,All Ages,"Rate per 1,000 Population",9.9
Financial Quarter,2019/20 Q1,Fife,All Ages,Number of People,3680
Financial Quarter,2019/20 Q1,Fife,All Ages,Number of Hours,827545
Financial Quarter,2019/20 Q1,Glasgow City,All Ages,"Rate per 1,000 Population",10.4
Financial Quarter,2019/20 Q1,Glasgow City,All Ages,Number of People,6610
Financial Quarter,2019/20 Q1,Glasgow City,All Ages,Number of Hours,631725
Financial Quarter,2019/20 Q1,Highland,All Ages,"Rate per 1,000 Population",8.9
Financial Quarter,2019/20 Q1,Highland,All Ages,Number of People,2095
Financial Quarter,2019/20 Q1,Highland,All Ages,Number of Hours,199660
Financial Quarter,2019/20 Q1,Inverclyde,All Ages,"Rate per 1,000 Population",18.1
Financial Quarter,2019/20 Q1,Inverclyde,All Ages,Number of People,1410
Financial Quarter,2019/20 Q1,Inverclyde,All Ages,Number of Hours,122005
Financial Quarter,2019/20 Q1,Midlothian,All Ages,"Rate per 1,000 Population",11.8
Financial Quarter,2019/20 Q1,Midlothian,All Ages,Number of People,1095
Financial Quarter,2019/20 Q1,Midlothian,All Ages,Number of Hours,149485
Financial Quarter,2019/20 Q1,Moray,All Ages,"Rate per 1,000 Population",11.8
Financial Quarter,2019/20 Q1,Moray,All Ages,Number of People,1135
Financial Quarter,2019/20 Q1,Moray,All Ages,Number of Hours,130200
Financial Quarter,2019/20 Q1,North Ayrshire,All Ages,"Rate per 1,000 Population",20
Financial Quarter,2019/20 Q1,North Ayrshire,All Ages,Number of People,2690
Financial Quarter,2019/20 Q1,North Ayrshire,All Ages,Number of Hours,412955
Financial Quarter,2019/20 Q1,North Lanarkshire,All Ages,"Rate per 1,000 Population",11.9
Financial Quarter,2019/20 Q1,North Lanarkshire,All Ages,Number of People,4055
Financial Quarter,2019/20 Q1,North Lanarkshire,All Ages,Number of Hours,384745
Financial Quarter,2019/20 Q1,Orkney Islands,All Ages,"Rate per 1,000 Population",9.2
Financial Quarter,2019/20 Q1,Orkney Islands,All Ages,Number of People,205
Financial Quarter,2019/20 Q1,Orkney Islands,All Ages,Number of Hours,19650
Financial Quarter,2019/20 Q1,Perth and Kinross,All Ages,"Rate per 1,000 Population",12.8
Financial Quarter,2019/20 Q1,Perth and Kinross,All Ages,Number of People,1940
Financial Quarter,2019/20 Q1,Perth and Kinross,All Ages,Number of Hours,262335
Financial Quarter,2019/20 Q1,Renfrewshire,All Ages,"Rate per 1,000 Population",13.1
Financial Quarter,2019/20 Q1,Renfrewshire,All Ages,Number of People,2355
Financial Quarter,2019/20 Q1,Renfrewshire,All Ages,Number of Hours,432225
Financial Quarter,2019/20 Q1,Scottish Borders,All Ages,"Rate per 1,000 Population",12.9
Financial Quarter,2019/20 Q1,Scottish Borders,All Ages,Number of People,1490
Financial Quarter,2019/20 Q1,Scottish Borders,All Ages,Number of Hours,138675
Financial Quarter,2019/20 Q1,Shetland,All Ages,"Rate per 1,000 Population",18.1
Financial Quarter,2019/20 Q1,Shetland,All Ages,Number of People,415
