time_period,financial_quarter,sending_location,age_group,nclient,percentage,scotland_percentage
Financial Quarter,2019/20 Q3,Midlothian,75-84 years,235,75.8,94.3
Financial Quarter,2019/20 Q3,Midlothian,85+ years,220,80,94.4
Financial Quarter,2019/20 Q3,Midlothian,Unknown,0,0,0
Financial Quarter,2019/20 Q3,Moray,All Ages,965,85.8,91.4
Financial Quarter,2019/20 Q3,Moray,0-17 years,0,0,85.3
Financial Quarter,2019/20 Q3,Moray,18-64 years,135,64.3,79.9
Financial Quarter,2019/20 Q3,Moray,65-74 years,135,87.1,92.8
Financial Quarter,2019/20 Q3,Moray,75-84 years,285,89.1,94.3
Financial Quarter,2019/20 Q3,Moray,85+ years,410,93.2,94.4
Financial Quarter,2019/20 Q3,Moray,Unknown,0,0,0
Financial Quarter,2019/20 Q3,North Ayrshire,All Ages,2450,91.8,91.4
Financial Quarter,2019/20 Q3,North Ayrshire,0-17 years,5,100,85.3
Financial Quarter,2019/20 Q3,North Ayrshire,18-64 years,380,65.5,79.9
Financial Quarter,2019/20 Q3,North Ayrshire,65-74 years,430,96.6,92.8
Financial Quarter,2019/20 Q3,North Ayrshire,75-84 years,820,100,94.3
Financial Quarter,2019/20 Q3,North Ayrshire,85+ years,820,100,94.4
Financial Quarter,2019/20 Q3,North Ayrshire,Unknown,0,0,0
Financial Quarter,2019/20 Q3,North Lanarkshire,All Ages,4075,99.4,91.4
Financial Quarter,2019/20 Q3,North Lanarkshire,0-17 years,5,100,85.3
Financial Quarter,2019/20 Q3,North Lanarkshire,18-64 years,440,97.8,79.9
Financial Quarter,2019/20 Q3,North Lanarkshire,65-74 years,735,99.3,92.8
Financial Quarter,2019/20 Q3,North Lanarkshire,75-84 years,1540,100,94.3
Financial Quarter,2019/20 Q3,North Lanarkshire,85+ years,1360,100,94.4
Financial Quarter,2019/20 Q3,North Lanarkshire,Unknown,0,0,0
Financial Quarter,2019/20 Q3,Orkney Islands,All Ages,210,100,91.4
Financial Quarter,2019/20 Q3,Orkney Islands,0-17 years,0,0,85.3
Financial Quarter,2019/20 Q3,Orkney Islands,18-64 years,20,100,79.9
Financial Quarter,2019/20 Q3,Orkney Islands,65-74 years,30,100,92.8
Financial Quarter,2019/20 Q3,Orkney Islands,75-84 years,65,100,94.3
Financial Quarter,2019/20 Q3,Orkney Islands,85+ years,95,100,94.4
Financial Quarter,2019/20 Q3,Orkney Islands,Unknown,0,0,0
Financial Quarter,2019/20 Q3,Perth and Kinross,All Ages,1915,97,91.4
Financial Quarter,2019/20 Q3,Perth and Kinross,0-17 years,0,NA,85.3
Financial Quarter,2019/20 Q3,Perth and Kinross,18-64 years,265,84.1,79.9
Financial Quarter,2019/20 Q3,Perth and Kinross,65-74 years,250,98,92.8
Financial Quarter,2019/20 Q3,Perth and Kinross,75-84 years,545,100,94.3
Financial Quarter,2019/20 Q3,Perth and Kinross,85+ years,850,99.4,94.4
Financial Quarter,2019/20 Q3,Perth and Kinross,Unknown,0,0,0
Financial Quarter,2019/20 Q3,Renfrewshire,All Ages,2265,93.8,91.4
Financial Quarter,2019/20 Q3,Renfrewshire,0-17 years,5,100,85.3
Financial Quarter,2019/20 Q3,Renfrewshire,18-64 years,445,80.9,79.9
Financial Quarter,2019/20 Q3,Renfrewshire,65-74 years,360,94.7,92.8
Financial Quarter,2019/20 Q3,Renfrewshire,75-84 years,730,98.6,94.3
Financial Quarter,2019/20 Q3,Renfrewshire,85+ years,730,98.6,94.4
Financial Quarter,2019/20 Q3,Renfrewshire,Unknown,0,0,0
Financial Quarter,2019/20 Q3,Scottish Borders,All Ages,1090,68.8,91.4
Financial Quarter,2019/20 Q3,Scottish Borders,0-17 years,0,0,85.3
Financial Quarter,2019/20 Q3,Scottish Borders,18-64 years,100,64.5,79.9
Financial Quarter,2019/20 Q3,Scottish Borders,65-74 years,140,68.3,92.8
Financial Quarter,2019/20 Q3,Scottish Borders,75-84 years,340,65.4,94.3
Financial Quarter,2019/20 Q3,Scottish Borders,85+ years,505,72.1,94.4
Financial Quarter,2019/20 Q3,Scottish Borders,Unknown,0,0,0
Financial Quarter,2019/20 Q3,Shetland,All Ages,315,75.9,91.4
Financial Quarter,2019/20 Q3,Shetland,0-17 years,0,0,85.3
Financial Quarter,2019/20 Q3,Shetland,18-64 years,80,88.9,79.9
Financial Quarter,2019/20 Q3,Shetland,65-74 years,45,69.2,92.8
Financial Quarter,2019/20 Q3,Shetland,75-84 years,90,75,94.3
Financial Quarter,2019/20 Q3,Shetland,85+ years,105,77.8,94.4
Financial Quarter,2019/20 Q3,Shetland,Unknown,0,0,0
Financial Quarter,2019/20 Q3,South Ayrshire,All Ages,1740,100,91.4
Financial Quarter,2019/20 Q3,South Ayrshire,0-17 years,0,0,85.3
Financial Quarter,2019/20 Q3,South Ayrshire,18-64 years,430,100,79.9
Financial Quarter,2019/20 Q3,South Ayrshire,65-74 years,255,100,92.8
Financial Quarter,2019/20 Q3,South Ayrshire,75-84 years,510,100,94.3
Financial Quarter,2019/20 Q3,South Ayrshire,85+ years,540,100,94.4
Financial Quarter,2019/20 Q3,South Ayrshire,Unknown,0,0,0
Financial Quarter,2019/20 Q3,South Lanarkshire,All Ages,4135,96.2,91.4
Financial Quarter,2019/20 Q3,South Lanarkshire,0-17 years,30,85.7,85.3
Financial Quarter,2019/20 Q3,South Lanarkshire,18-64 years,505,78.9,79.9
Financial Quarter,2019/20 Q3,South Lanarkshire,65-74 years,625,97.7,92.8
Financial Quarter,2019/20 Q3,South Lanarkshire,75-84 years,1470,99.7,94.3
Financial Quarter,2019/20 Q3,South Lanarkshire,85+ years,1505,99.7,94.4
Financial Quarter,2019/20 Q3,South Lanarkshire,Unknown,0,0,0
Financial Quarter,2019/20 Q3,Stirling,All Ages,1165,85,91.4
Financial Quarter,2019/20 Q3,Stirling,0-17 years,0,0,85.3
Financial Quarter,2019/20 Q3,Stirling,18-64 years,220,55,79.9
Financial Quarter,2019/20 Q3,Stirling,65-74 years,145,90.6,92.8
Financial Quarter,2019/20 Q3,Stirling,75-84 years,385,98.7,94.3
Financial Quarter,2019/20 Q3,Stirling,85+ years,420,100,94.4
Financial Quarter,2019/20 Q3,Stirling,Unknown,0,0,0
Financial Quarter,2019/20 Q3,West Dunbartonshire,All Ages,1635,93.7,91.4
Financial Quarter,2019/20 Q3,West Dunbartonshire,0-17 years,0,0,85.3
Financial Quarter,2019/20 Q3,West Dunbartonshire,18-64 years,200,87,79.9
Financial Quarter,2019/20 Q3,West Dunbartonshire,65-74 years,330,93,92.8
Financial Quarter,2019/20 Q3,West Dunbartonshire,75-84 years,570,94.2,94.3
Financial Quarter,2019/20 Q3,West Dunbartonshire,85+ years,535,96.4,94.4
Financial Quarter,2019/20 Q3,West Dunbartonshire,Unknown,0,0,0
Financial Quarter,2019/20 Q3,West Lothian,All Ages,1915,96.2,91.4
Financial Quarter,2019/20 Q3,West Lothian,0-17 years,5,100,85.3
Financial Quarter,2019/20 Q3,West Lothian,18-64 years,550,90.2,79.9
Financial Quarter,2019/20 Q3,West Lothian,65-74 years,335,97.1,92.8
Financial Quarter,2019/20 Q3,West Lothian,75-84 years,545,99.1,94.3
Financial Quarter,2019/20 Q3,West Lothian,85+ years,480,99,94.4
Financial Quarter,2019/20 Q3,West Lothian,Unknown,0,0,0
Financial Quarter,2019/20 Q4,Scotland (All Areas Submitted),All Ages,60075,92.2,92.2
Financial Quarter,2019/20 Q4,Scotland (All Areas Submitted),0-17 years,150,83.3,83.3
Financial Quarter,2019/20 Q4,Scotland (All Areas Submitted),18-64 years,9905,80.3,80.3
Financial Quarter,2019/20 Q4,Scotland (All Areas Submitted),65-74 years,9430,93.4,93.4
Financial Quarter,2019/20 Q4,Scotland (All Areas Submitted),75-84 years,19805,95.4,95.4
Financial Quarter,2019/20 Q4,Scotland (All Areas Submitted),85+ years,20790,95.5,95.5
Financial Quarter,2019/20 Q4,Scotland (All Areas Submitted),Unknown,0,0,0
Financial Quarter,2019/20 Q4,Aberdeenshire,All Ages,2330,92.8,92.2
Financial Quarter,2019/20 Q4,Aberdeenshire,0-17 years,0,0,83.3
Financial Quarter,2019/20 Q4,Aberdeenshire,18-64 years,245,72.1,80.3
Financial Quarter,2019/20 Q4,Aberdeenshire,65-74 years,330,95.7,93.4
Financial Quarter,2019/20 Q4,Aberdeenshire,75-84 years,820,95.9,95.4
Financial Quarter,2019/20 Q4,Aberdeenshire,85+ years,935,96.9,95.5
Financial Quarter,2019/20 Q4,Aberdeenshire,Unknown,0,0,0
Financial Quarter,2019/20 Q4,Angus,All Ages,1400,91.8,92.2
Financial Quarter,2019/20 Q4,Angus,0-17 years,10,100,83.3
Financial Quarter,2019/20 Q4,Angus,18-64 years,265,81.5,80.3
Financial Quarter,2019/20 Q4,Angus,65-74 years,200,90.9,93.4
Financial Quarter,2019/20 Q4,Angus,75-84 years,430,95.6,95.4
Financial Quarter,2019/20 Q4,Angus,85+ years,500,95.2,95.5
Financial Quarter,2019/20 Q4,Angus,Unknown,0,0,0
Financial Quarter,2019/20 Q4,Argyll and Bute,All Ages,1540,92.8,92.2
Financial Quarter,2019/20 Q4,Argyll and Bute,0-17 years,0,NA,83.3
Financial Quarter,2019/20 Q4,Argyll and Bute,18-64 years,250,70.4,80.3
Financial Quarter,2019/20 Q4,Argyll and Bute,65-74 years,210,95.5,93.4
Financial Quarter,2019/20 Q4,Argyll and Bute,75-84 years,495,100,95.4
Financial Quarter,2019/20 Q4,Argyll and Bute,85+ years,585,100,95.5
Financial Quarter,2019/20 Q4,Argyll and Bute,Unknown,0,0,0
Financial Quarter,2019/20 Q4,City of Edinburgh,All Ages,4215,85,92.2
Financial Quarter,2019/20 Q4,City of Edinburgh,0-17 years,0,NA,83.3
Financial Quarter,2019/20 Q4,City of Edinburgh,18-64 years,1170,68,80.3
Financial Quarter,2019/20 Q4,City of Edinburgh,65-74 years,620,91.2,93.4
Financial Quarter,2019/20 Q4,City of Edinburgh,75-84 years,1055,94.6,95.4
Financial Quarter,2019/20 Q4,City of Edinburgh,85+ years,1370,95.1,95.5
Financial Quarter,2019/20 Q4,City of Edinburgh,Unknown,0,0,0
Financial Quarter,2019/20 Q4,Clackmannanshire,All Ages,810,91.5,92.2
Financial Quarter,2019/20 Q4,Clackmannanshire,0-17 years,0,NA,83.3
Financial Quarter,2019/20 Q4,Clackmannanshire,18-64 years,150,68.2,80.3
Financial Quarter,2019/20 Q4,Clackmannanshire,65-74 years,130,100,93.4
Financial Quarter,2019/20 Q4,Clackmannanshire,75-84 years,280,98.2,95.4
Financial Quarter,2019/20 Q4,Clackmannanshire,85+ years,250,100,95.5
Financial Quarter,2019/20 Q4,Clackmannanshire,Unknown,0,0,0
Financial Quarter,2019/20 Q4,Comhairle nan Eilean Siar,All Ages,380,100,92.2
Financial Quarter,2019/20 Q4,Comhairle nan Eilean Siar,0-17 years,0,0,83.3
Financial Quarter,2019/20 Q4,Comhairle nan Eilean Siar,18-64 years,35,100,80.3
Financial Quarter,2019/20 Q4,Comhairle nan Eilean Siar,65-74 years,55,100,93.4
Financial Quarter,2019/20 Q4,Comhairle nan Eilean Siar,75-84 years,105,100,95.4
Financial Quarter,2019/20 Q4,Comhairle nan Eilean Siar,85+ years,180,100,95.5
Financial Quarter,2019/20 Q4,Comhairle nan Eilean Siar,Unknown,0,0,0
Financial Quarter,2019/20 Q4,Dumfries and Galloway,All Ages,2255,93.2,92.2
Financial Quarter,2019/20 Q4,Dumfries and Galloway,0-17 years,25,83.3,83.3
Financial Quarter,2019/20 Q4,Dumfries and Galloway,18-64 years,515,78.6,80.3
Financial Quarter,2019/20 Q4,Dumfries and Galloway,65-74 years,325,95.6,93.4
Financial Quarter,2019/20 Q4,Dumfries and Galloway,75-84 years,660,99.2,95.4
Financial Quarter,2019/20 Q4,Dumfries and Galloway,85+ years,730,100,95.5
Financial Quarter,2019/20 Q4,Dumfries and Galloway,Unknown,0,0,0
Financial Quarter,2019/20 Q4,Dundee City,All Ages,1740,89.7,92.2
Financial Quarter,2019/20 Q4,Dundee City,0-17 years,0,0,83.3
Financial Quarter,2019/20 Q4,Dundee City,18-64 years,230,76.7,80.3
Financial Quarter,2019/20 Q4,Dundee City,65-74 years,290,89.2,93.4
Financial Quarter,2019/20 Q4,Dundee City,75-84 years,580,92.8,95.4
Financial Quarter,2019/20 Q4,Dundee City,85+ years,645,93.5,95.5
Financial Quarter,2019/20 Q4,Dundee City,Unknown,0,0,0
Financial Quarter,2019/20 Q4,East Ayrshire,All Ages,1930,95.5,92.2
Financial Quarter,2019/20 Q4,East Ayrshire,0-17 years,0,0,83.3
Financial Quarter,2019/20 Q4,East Ayrshire,18-64 years,270,79.4,80.3
Financial Quarter,2019/20 Q4,East Ayrshire,65-74 years,295,96.7,93.4
Financial Quarter,2019/20 Q4,East Ayrshire,75-84 years,750,100,95.4
Financial Quarter,2019/20 Q4,East Ayrshire,85+ years,615,99.2,95.5
Financial Quarter,2019/20 Q4,East Ayrshire,Unknown,0,0,0
Financial Quarter,2019/20 Q4,East Dunbartonshire,All Ages,1410,100,92.2
Financial Quarter,2019/20 Q4,East Dunbartonshire,0-17 years,25,100,83.3
Financial Quarter,2019/20 Q4,East Dunbartonshire,18-64 years,120,100,80.3
Financial Quarter,2019/20 Q4,East Dunbartonshire,65-74 years,175,100,93.4
Financial Quarter,2019/20 Q4,East Dunbartonshire,75-84 years,495,100,95.4
Financial Quarter,2019/20 Q4,East Dunbartonshire,85+ years,595,100,95.5
Financial Quarter,2019/20 Q4,East Dunbartonshire,Unknown,0,0,0
Financial Quarter,2019/20 Q4,East Lothian,All Ages,1265,84.9,92.2
Financial Quarter,2019/20 Q4,East Lothian,0-17 years,0,0,83.3
Financial Quarter,2019/20 Q4,East Lothian,18-64 years,195,49.4,80.3
Financial Quarter,2019/20 Q4,East Lothian,65-74 years,170,91.9,93.4
Financial Quarter,2019/20 Q4,East Lothian,75-84 years,420,100,95.4
Financial Quarter,2019/20 Q4,East Lothian,85+ years,485,100,95.5
Financial Quarter,2019/20 Q4,East Lothian,Unknown,0,0,0
Financial Quarter,2019/20 Q4,East Renfrewshire,All Ages,1055,87.2,92.2
Financial Quarter,2019/20 Q4,East Renfrewshire,0-17 years,0,0,83.3
Financial Quarter,2019/20 Q4,East Renfrewshire,18-64 years,85,63,80.3
Financial Quarter,2019/20 Q4,East Renfrewshire,65-74 years,150,90.9,93.4
Financial Quarter,2019/20 Q4,East Renfrewshire,75-84 years,335,91.8,95.4
Financial Quarter,2019/20 Q4,East Renfrewshire,85+ years,485,89,95.5
Financial Quarter,2019/20 Q4,East Renfrewshire,Unknown,0,0,0
Financial Quarter,2019/20 Q4,Falkirk,All Ages,2165,99.3,92.2
Financial Quarter,2019/20 Q4,Falkirk,0-17 years,15,100,83.3
Financial Quarter,2019/20 Q4,Falkirk,18-64 years,235,100,80.3
Financial Quarter,2019/20 Q4,Falkirk,65-74 years,345,100,93.4
Financial Quarter,2019/20 Q4,Falkirk,75-84 years,780,99.4,95.4
Financial Quarter,2019/20 Q4,Falkirk,85+ years,795,99.4,95.5
Financial Quarter,2019/20 Q4,Falkirk,Unknown,0,0,0
Financial Quarter,2019/20 Q4,Fife,All Ages,3610,100,92.2
Financial Quarter,2019/20 Q4,Fife,0-17 years,10,100,83.3
Financial Quarter,2019/20 Q4,Fife,18-64 years,1080,100,80.3
Financial Quarter,2019/20 Q4,Fife,65-74 years,525,100,93.4
Financial Quarter,2019/20 Q4,Fife,75-84 years,960,100,95.4
Financial Quarter,2019/20 Q4,Fife,85+ years,1035,100,95.5
Financial Quarter,2019/20 Q4,Fife,Unknown,0,0,0
Financial Quarter,2019/20 Q4,Glasgow City,All Ages,5935,87,92.2
Financial Quarter,2019/20 Q4,Glasgow City,0-17 years,10,100,83.3
Financial Quarter,2019/20 Q4,Glasgow City,18-64 years,660,100,80.3
Financial Quarter,2019/20 Q4,Glasgow City,65-74 years,1080,88.5,93.4
Financial Quarter,2019/20 Q4,Glasgow City,75-84 years,2190,86.2,95.4
Financial Quarter,2019/20 Q4,Glasgow City,85+ years,1990,83.4,95.5
Financial Quarter,2019/20 Q4,Glasgow City,Unknown,0,0,0
Financial Quarter,2019/20 Q4,Highland,All Ages,2115,100,92.2
Financial Quarter,2019/20 Q4,Highland,0-17 years,0,0,83.3
Financial Quarter,2019/20 Q4,Highland,18-64 years,210,100,80.3
Financial Quarter,2019/20 Q4,Highland,65-74 years,320,100,93.4
Financial Quarter,2019/20 Q4,Highland,75-84 years,685,100,95.4
Financial Quarter,2019/20 Q4,Highland,85+ years,905,100,95.5
Financial Quarter,2019/20 Q4,Highland,Unknown,0,0,0
Financial Quarter,2019/20 Q4,Inverclyde,All Ages,1405,98.9,92.2
Financial Quarter,2019/20 Q4,Inverclyde,0-17 years,0,NA,83.3
Financial Quarter,2019/20 Q4,Inverclyde,18-64 years,155,93.9,80.3
Financial Quarter,2019/20 Q4,Inverclyde,65-74 years,250,98,93.4
Financial Quarter,2019/20 Q4,Inverclyde,75-84 years,520,100,95.4
Financial Quarter,2019/20 Q4,Inverclyde,85+ years,480,100,95.5
Financial Quarter,2019/20 Q4,Inverclyde,Unknown,0,0,0
Financial Quarter,2019/20 Q4,Midlothian,All Ages,685,68.2,92.2
Financial Quarter,2019/20 Q4,Midlothian,0-17 years,0,0,83.3
Financial Quarter,2019/20 Q4,Midlothian,18-64 years,175,58.3,80.3
Financial Quarter,2019/20 Q4,Midlothian,65-74 years,105,60,93.4
Financial Quarter,2019/20 Q4,Midlothian,75-84 years,210,76.4,95.4
Financial Quarter,2019/20 Q4,Midlothian,85+ years,195,78,95.5
Financial Quarter,2019/20 Q4,Midlothian,Unknown,0,0,0
Financial Quarter,2019/20 Q4,Moray,All Ages,960,86.5,92.2
Financial Quarter,2019/20 Q4,Moray,0-17 years,0,0,83.3
Financial Quarter,2019/20 Q4,Moray,18-64 years,145,65.9,80.3
Financial Quarter,2019/20 Q4,Moray,65-74 years,140,87.5,93.4
Financial Quarter,2019/20 Q4,Moray,75-84 years,295,93.7,95.4
Financial Quarter,2019/20 Q4,Moray,85+ years,385,93.9,95.5
Financial Quarter,2019/20 Q4,Moray,Unknown,0,0,0
Financial Quarter,2019/20 Q4,North Ayrshire,All Ages,2470,92.7,92.2
Financial Quarter,2019/20 Q4,North Ayrshire,0-17 years,0,0,83.3
Financial Quarter,2019/20 Q4,North Ayrshire,18-64 years,430,71.1,80.3
Financial Quarter,2019/20 Q4,North Ayrshire,65-74 years,425,96.6,93.4
Financial Quarter,2019/20 Q4,North Ayrshire,75-84 years,850,100,95.4
Financial Quarter,2019/20 Q4,North Ayrshire,85+ years,760,100,95.5
Financial Quarter,2019/20 Q4,North Ayrshire,Unknown,0,0,0
Financial Quarter,2019/20 Q4,North Lanarkshire,All Ages,4080,99.4,92.2
Financial Quarter,2019/20 Q4,North Lanarkshire,0-17 years,5,100,83.3
Financial Quarter,2019/20 Q4,North Lanarkshire,18-64 years,450,97.8,80.3
Financial Quarter,2019/20 Q4,North Lanarkshire,65-74 years,760,99.3,93.4
Financial Quarter,2019/20 Q4,North Lanarkshire,75-84 years,1580,99.7,95.4
Financial Quarter,2019/20 Q4,North Lanarkshire,85+ years,1290,100,95.5
Financial Quarter,2019/20 Q4,North Lanarkshire,Unknown,0,0,0
Financial Quarter,2019/20 Q4,Orkney Islands,All Ages,215,100,92.2
Financial Quarter,2019/20 Q4,Orkney Islands,0-17 years,0,0,83.3
Financial Quarter,2019/20 Q4,Orkney Islands,18-64 years,20,100,80.3
Financial Quarter,2019/20 Q4,Orkney Islands,65-74 years,25,100,93.4
Financial Quarter,2019/20 Q4,Orkney Islands,75-84 years,65,100,95.4
Financial Quarter,2019/20 Q4,Orkney Islands,85+ years,100,100,95.5
Financial Quarter,2019/20 Q4,Orkney Islands,Unknown,0,0,0
Financial Quarter,2019/20 Q4,Perth and Kinross,All Ages,1870,96.6,92.2
Financial Quarter,2019/20 Q4,Perth and Kinross,0-17 years,0,NA,83.3
Financial Quarter,2019/20 Q4,Perth and Kinross,18-64 years,270,85.7,80.3
Financial Quarter,2019/20 Q4,Perth and Kinross,65-74 years,265,98.1,93.4
Financial Quarter,2019/20 Q4,Perth and Kinross,75-84 years,545,99.1,95.4
Financial Quarter,2019/20 Q4,Perth and Kinross,85+ years,795,100,95.5
Financial Quarter,2019/20 Q4,Perth and Kinross,Unknown,0,0,0
Financial Quarter,2019/20 Q4,Renfrewshire,All Ages,2335,94,92.2
Financial Quarter,2019/20 Q4,Renfrewshire,0-17 years,5,100,83.3
Financial Quarter,2019/20 Q4,Renfrewshire,18-64 years,455,81.2,80.3
Financial Quarter,2019/20 Q4,Renfrewshire,65-74 years,365,94.8,93.4
Financial Quarter,2019/20 Q4,Renfrewshire,75-84 years,780,98.1,95.4
Financial Quarter,2019/20 Q4,Renfrewshire,85+ years,735,98.7,95.5
Financial Quarter,2019/20 Q4,Renfrewshire,Unknown,0,0,0
Financial Quarter,2019/20 Q4,Scottish Borders,All Ages,1070,67.5,92.2
Financial Quarter,2019/20 Q4,Scottish Borders,0-17 years,0,0,83.3
Financial Quarter,2019/20 Q4,Scottish Borders,18-64 years,110,66.7,80.3
Financial Quarter,2019/20 Q4,Scottish Borders,65-74 years,140,63.6,93.4
Financial Quarter,2019/20 Q4,Scottish Borders,75-84 years,345,65.7,95.4
Financial Quarter,2019/20 Q4,Scottish Borders,85+ years,480,71.6,95.5
Financial Quarter,2019/20 Q4,Scottish Borders,Unknown,0,0,0
Financial Quarter,2019/20 Q4,Shetland,All Ages,320,78,92.2
Financial Quarter,2019/20 Q4,Shetland,0-17 years,0,0,83.3
Financial Quarter,2019/20 Q4,Shetland,18-64 years,80,84.2,80.3
Financial Quarter,2019/20 Q4,Shetland,65-74 years,45,64.3,93.4
Financial Quarter,2019/20 Q4,Shetland,75-84 years,85,70.8,95.4
Financial Quarter,2019/20 Q4,Shetland,85+ years,105,80.8,95.5
Financial Quarter,2019/20 Q4,Shetland,Unknown,0,0,0
Financial Quarter,2019/20 Q4,South Ayrshire,All Ages,1805,100,92.2
Financial Quarter,2019/20 Q4,South Ayrshire,0-17 years,0,0,83.3
Financial Quarter,2019/20 Q4,South Ayrshire,18-64 years,440,100,80.3
Financial Quarter,2019/20 Q4,South Ayrshire,65-74 years,265,100,93.4
Financial Quarter,2019/20 Q4,South Ayrshire,75-84 years,550,100,95.4
Financial Quarter,2019/20 Q4,South Ayrshire,85+ years,555,100,95.5
Financial Quarter,2019/20 Q4,South Ayrshire,Unknown,0,0,0
Financial Quarter,2019/20 Q4,South Lanarkshire,All Ages,4035,96.1,92.2
Financial Quarter,2019/20 Q4,South Lanarkshire,0-17 years,30,85.7,83.3
Financial Quarter,2019/20 Q4,South Lanarkshire,18-64 years,505,79.5,80.3
Financial Quarter,2019/20 Q4,South Lanarkshire,65-74 years,620,96.9,93.4
Financial Quarter,2019/20 Q4,South Lanarkshire,75-84 years,1440,99.3,95.4
Financial Quarter,2019/20 Q4,South Lanarkshire,85+ years,1440,100,95.5
Financial Quarter,2019/20 Q4,South Lanarkshire,Unknown,0,0,0
Financial Quarter,2019/20 Q4,Stirling,All Ages,1180,85.8,92.2
Financial Quarter,2019/20 Q4,Stirling,0-17 years,0,0,83.3
Financial Quarter,2019/20 Q4,Stirling,18-64 years,220,56.4,80.3
Financial Quarter,2019/20 Q4,Stirling,65-74 years,145,90.6,93.4
Financial Quarter,2019/20 Q4,Stirling,75-84 years,395,98.8,95.4
Financial Quarter,2019/20 Q4,Stirling,85+ years,420,100,95.5
Financial Quarter,2019/20 Q4,Stirling,Unknown,0,0,0
Financial Quarter,2019/20 Q4,West Dunbartonshire,All Ages,1635,93.2,92.2
Financial Quarter,2019/20 Q4,West Dunbartonshire,0-17 years,0,0,83.3
Financial Quarter,2019/20 Q4,West Dunbartonshire,18-64 years,195,84.8,80.3
Financial Quarter,2019/20 Q4,West Dunbartonshire,65-74 years,345,93.2,93.4
Financial Quarter,2019/20 Q4,West Dunbartonshire,75-84 years,580,94.3,95.4
Financial Quarter,2019/20 Q4,West Dunbartonshire,85+ years,515,95.4,95.5
Financial Quarter,2019/20 Q4,West Dunbartonshire,Unknown,0,0,0
Financial Quarter,2019/20 Q4,West Lothian,All Ages,1855,95.9,92.2
Financial Quarter,2019/20 Q4,West Lothian,0-17 years,5,100,83.3
Financial Quarter,2019/20 Q4,West Lothian,18-64 years,555,91,80.3
Financial Quarter,2019/20 Q4,West Lothian,65-74 years,320,97,93.4
Financial Quarter,2019/20 Q4,West Lothian,75-84 years,535,99.1,95.4
Financial Quarter,2019/20 Q4,West Lothian,85+ years,445,98.9,95.5
Financial Quarter,2019/20 Q4,West Lothian,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Scotland (All Areas Submitted),All Ages,59910,92.5,92.5
Financial Quarter,2020/21 Q1,Scotland (All Areas Submitted),0-17 years,95,76,76
Financial Quarter,2020/21 Q1,Scotland (All Areas Submitted),18-64 years,9620,80.3,80.3
Financial Quarter,2020/21 Q1,Scotland (All Areas Submitted),65-74 years,8875,93.4,93.4
Financial Quarter,2020/21 Q1,Scotland (All Areas Submitted),75-84 years,18580,95.5,95.5
Financial Quarter,2020/21 Q1,Scotland (All Areas Submitted),85+ years,22740,95.9,95.9
Financial Quarter,2020/21 Q1,Scotland (All Areas Submitted),Unknown,0,0,0
Financial Quarter,2020/21 Q1,Aberdeen City,All Ages,2020,100,92.5
Financial Quarter,2020/21 Q1,Aberdeen City,0-17 years,5,100,76
Financial Quarter,2020/21 Q1,Aberdeen City,18-64 years,375,100,80.3
Financial Quarter,2020/21 Q1,Aberdeen City,65-74 years,290,98.3,93.4
Financial Quarter,2020/21 Q1,Aberdeen City,75-84 years,530,100,95.5
Financial Quarter,2020/21 Q1,Aberdeen City,85+ years,820,100,95.9
Financial Quarter,2020/21 Q1,Aberdeen City,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Aberdeenshire,All Ages,2235,93.7,92.5
Financial Quarter,2020/21 Q1,Aberdeenshire,0-17 years,0,0,76
Financial Quarter,2020/21 Q1,Aberdeenshire,18-64 years,225,73.8,80.3
Financial Quarter,2020/21 Q1,Aberdeenshire,65-74 years,310,95.4,93.4
Financial Quarter,2020/21 Q1,Aberdeenshire,75-84 years,755,96.8,95.5
Financial Quarter,2020/21 Q1,Aberdeenshire,85+ years,950,96.9,95.9
Financial Quarter,2020/21 Q1,Aberdeenshire,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Angus,All Ages,1350,91.8,92.5
Financial Quarter,2020/21 Q1,Angus,0-17 years,5,100,76
Financial Quarter,2020/21 Q1,Angus,18-64 years,245,81.7,80.3
Financial Quarter,2020/21 Q1,Angus,65-74 years,185,90.2,93.4
Financial Quarter,2020/21 Q1,Angus,75-84 years,400,94.1,95.5
Financial Quarter,2020/21 Q1,Angus,85+ years,515,95.4,95.9
Financial Quarter,2020/21 Q1,Angus,Unknown,0,0,0
Financial Quarter,2020/21 Q1,Argyll and Bute,All Ages,1505,92,92.5
Financial Quarter,2020/21 Q1,Argyll and Bute,0-17 years,0,NA,76
Financial Quarter,2020/21 Q1,Argyll and Bute,18-64 years,230,65.7,80.3
Financial Quarter,2020/21 Q1,Argyll and Bute,65-74 years,205,95.3,93.4
Financial Quarter,2020/21 Q1,Argyll and Bute,75-84 years,430,98.9,95.5
Financial Quarter,2020/21 Q1,Argyll and Bute,85+ years,640,100,95.9
Financial Quarter,2020/21 Q1,Argyll and Bute,Unknown,0,0,0
Financial Quarter,2020/21 Q1,City of Edinburgh,All Ages,4300,82.8,92.5
Financial Quarter,2020/21 Q1,City of Edinburgh,0-17 years,0,0,76
Financial Quarter,2020/21 Q1,City of Edinburgh,18-64 years,1140,67.3,80.3
