time_period,financial_quarter,sending_location,age_group,measure,value,scotland_value
Census Week,2017/18,Aberdeen City,75-84 years,"Rate per 1,000 Population",45.7,56.5
Census Week,2017/18,Aberdeen City,75-84 years,Number of People,525,18415
Census Week,2017/18,Aberdeen City,75-84 years,Number of Hours,4760,135630
Census Week,2017/18,Aberdeen City,85+ years,"Rate per 1,000 Population",135.9,157.4
Census Week,2017/18,Aberdeen City,85+ years,Number of People,640,19165
Census Week,2017/18,Aberdeen City,85+ years,Number of Hours,5485,147555
Census Week,2017/18,Aberdeen City,Unknown,"Rate per 1,000 Population",0,0
Census Week,2017/18,Aberdeen City,Unknown,Number of People,0,0
Census Week,2017/18,Aberdeen City,Unknown,Number of Hours,0,0
Census Week,2017/18,Aberdeenshire,All Ages,"Rate per 1,000 Population",8.6,11.1
Census Week,2017/18,Aberdeenshire,All Ages,Number of People,2255,57820
Census Week,2017/18,Aberdeenshire,All Ages,Number of Hours,18315,702885
Census Week,2017/18,Aberdeenshire,0-17 years,"Rate per 1,000 Population",0,0.2
Census Week,2017/18,Aberdeenshire,0-17 years,Number of People,0,220
Census Week,2017/18,Aberdeenshire,0-17 years,Number of Hours,0,2185
Census Week,2017/18,Aberdeenshire,18-64 years,"Rate per 1,000 Population",1.7,3.2
Census Week,2017/18,Aberdeenshire,18-64 years,Number of People,270,10880
Census Week,2017/18,Aberdeenshire,18-64 years,Number of Hours,2875,236420
Census Week,2017/18,Aberdeenshire,65-74 years,"Rate per 1,000 Population",11.8,16
Census Week,2017/18,Aberdeenshire,65-74 years,Number of People,335,9010
Census Week,2017/18,Aberdeenshire,65-74 years,Number of Hours,2770,86105
Census Week,2017/18,Aberdeenshire,75-84 years,"Rate per 1,000 Population",52.4,56.5
Census Week,2017/18,Aberdeenshire,75-84 years,Number of People,785,18415
Census Week,2017/18,Aberdeenshire,75-84 years,Number of Hours,5700,135630
Census Week,2017/18,Aberdeenshire,85+ years,"Rate per 1,000 Population",159.5,157.4
Census Week,2017/18,Aberdeenshire,85+ years,Number of People,870,19165
Census Week,2017/18,Aberdeenshire,85+ years,Number of Hours,6965,147555
Census Week,2017/18,Aberdeenshire,Unknown,"Rate per 1,000 Population",0,0
Census Week,2017/18,Aberdeenshire,Unknown,Number of People,0,0
Census Week,2017/18,Aberdeenshire,Unknown,Number of Hours,0,0
Census Week,2017/18,Angus,All Ages,"Rate per 1,000 Population",9.1,11.1
Census Week,2017/18,Angus,All Ages,Number of People,1060,57820
Census Week,2017/18,Angus,All Ages,Number of Hours,7510,702885
Census Week,2017/18,Angus,0-17 years,"Rate per 1,000 Population",0.5,0.2
Census Week,2017/18,Angus,0-17 years,Number of People,10,220
Census Week,2017/18,Angus,0-17 years,Number of Hours,40,2185
Census Week,2017/18,Angus,18-64 years,"Rate per 1,000 Population",3.8,3.2
Census Week,2017/18,Angus,18-64 years,Number of People,255,10880
Census Week,2017/18,Angus,18-64 years,Number of Hours,2180,236420
Census Week,2017/18,Angus,65-74 years,"Rate per 1,000 Population",10.4,16
Census Week,2017/18,Angus,65-74 years,Number of People,155,9010
Census Week,2017/18,Angus,65-74 years,Number of Hours,1445,86105
Census Week,2017/18,Angus,75-84 years,"Rate per 1,000 Population",33,56.5
Census Week,2017/18,Angus,75-84 years,Number of People,280,18415
Census Week,2017/18,Angus,75-84 years,Number of Hours,1715,135630
Census Week,2017/18,Angus,85+ years,"Rate per 1,000 Population",104,157.4
Census Week,2017/18,Angus,85+ years,Number of People,360,19165
Census Week,2017/18,Angus,85+ years,Number of Hours,2130,147555
Census Week,2017/18,Angus,Unknown,"Rate per 1,000 Population",0,0
Census Week,2017/18,Angus,Unknown,Number of People,0,0
Census Week,2017/18,Angus,Unknown,Number of Hours,0,0
Census Week,2017/18,Argyll and Bute,All Ages,"Rate per 1,000 Population",14.7,11.1
Census Week,2017/18,Argyll and Bute,All Ages,Number of People,1275,57820
Census Week,2017/18,Argyll and Bute,All Ages,Number of Hours,14065,702885
Census Week,2017/18,Argyll and Bute,0-17 years,"Rate per 1,000 Population",0,0.2
Census Week,2017/18,Argyll and Bute,0-17 years,Number of People,0,220
Census Week,2017/18,Argyll and Bute,0-17 years,Number of Hours,0,2185
Census Week,2017/18,Argyll and Bute,18-64 years,"Rate per 1,000 Population",3.7,3.2
Census Week,2017/18,Argyll and Bute,18-64 years,Number of People,185,10880
Census Week,2017/18,Argyll and Bute,18-64 years,Number of Hours,3295,236420
Census Week,2017/18,Argyll and Bute,65-74 years,"Rate per 1,000 Population",15,16
Census Week,2017/18,Argyll and Bute,65-74 years,Number of People,185,9010
Census Week,2017/18,Argyll and Bute,65-74 years,Number of Hours,2060,86105
Census Week,2017/18,Argyll and Bute,75-84 years,"Rate per 1,000 Population",60.2,56.5
Census Week,2017/18,Argyll and Bute,75-84 years,Number of People,420,18415
Census Week,2017/18,Argyll and Bute,75-84 years,Number of Hours,3775,135630
Census Week,2017/18,Argyll and Bute,85+ years,"Rate per 1,000 Population",194.3,157.4
Census Week,2017/18,Argyll and Bute,85+ years,Number of People,485,19165
Census Week,2017/18,Argyll and Bute,85+ years,Number of Hours,4935,147555
Census Week,2017/18,Argyll and Bute,Unknown,"Rate per 1,000 Population",0,0
Census Week,2017/18,Argyll and Bute,Unknown,Number of People,0,0
Census Week,2017/18,Argyll and Bute,Unknown,Number of Hours,0,0
Census Week,2017/18,City of Edinburgh,All Ages,"Rate per 1,000 Population",9.3,11.1
Census Week,2017/18,City of Edinburgh,All Ages,Number of People,4760,57820
Census Week,2017/18,City of Edinburgh,All Ages,Number of Hours,92310,702885
Census Week,2017/18,City of Edinburgh,0-17 years,"Rate per 1,000 Population",0,0.2
Census Week,2017/18,City of Edinburgh,0-17 years,Number of People,0,220
Census Week,2017/18,City of Edinburgh,0-17 years,Number of Hours,25,2185
Census Week,2017/18,City of Edinburgh,18-64 years,"Rate per 1,000 Population",4.4,3.2
Census Week,2017/18,City of Edinburgh,18-64 years,Number of People,1540,10880
Census Week,2017/18,City of Edinburgh,18-64 years,Number of Hours,50655,236420
Census Week,2017/18,City of Edinburgh,65-74 years,"Rate per 1,000 Population",15.1,16
Census Week,2017/18,City of Edinburgh,65-74 years,Number of People,625,9010
Census Week,2017/18,City of Edinburgh,65-74 years,Number of Hours,11055,86105
Census Week,2017/18,City of Edinburgh,75-84 years,"Rate per 1,000 Population",45.6,56.5
Census Week,2017/18,City of Edinburgh,75-84 years,Number of People,1125,18415
Census Week,2017/18,City of Edinburgh,75-84 years,Number of Hours,12980,135630
Census Week,2017/18,City of Edinburgh,85+ years,"Rate per 1,000 Population",132.1,157.4
Census Week,2017/18,City of Edinburgh,85+ years,Number of People,1470,19165
Census Week,2017/18,City of Edinburgh,85+ years,Number of Hours,17595,147555
Census Week,2017/18,City of Edinburgh,Unknown,"Rate per 1,000 Population",0,0
Census Week,2017/18,City of Edinburgh,Unknown,Number of People,0,0
Census Week,2017/18,City of Edinburgh,Unknown,Number of Hours,0,0
Census Week,2017/18,Clackmannanshire,All Ages,"Rate per 1,000 Population",15,11.1
Census Week,2017/18,Clackmannanshire,All Ages,Number of People,770,57820
Census Week,2017/18,Clackmannanshire,All Ages,Number of Hours,10715,702885
Census Week,2017/18,Clackmannanshire,0-17 years,"Rate per 1,000 Population",0.5,0.2
Census Week,2017/18,Clackmannanshire,0-17 years,Number of People,5,220
Census Week,2017/18,Clackmannanshire,0-17 years,Number of Hours,30,2185
Census Week,2017/18,Clackmannanshire,18-64 years,"Rate per 1,000 Population",6.1,3.2
Census Week,2017/18,Clackmannanshire,18-64 years,Number of People,190,10880
Census Week,2017/18,Clackmannanshire,18-64 years,Number of Hours,4855,236420
Census Week,2017/18,Clackmannanshire,65-74 years,"Rate per 1,000 Population",23.3,16
Census Week,2017/18,Clackmannanshire,65-74 years,Number of People,140,9010
Census Week,2017/18,Clackmannanshire,65-74 years,Number of Hours,1645,86105
Census Week,2017/18,Clackmannanshire,75-84 years,"Rate per 1,000 Population",72.9,56.5
Census Week,2017/18,Clackmannanshire,75-84 years,Number of People,220,18415
Census Week,2017/18,Clackmannanshire,75-84 years,Number of Hours,2050,135630
Census Week,2017/18,Clackmannanshire,85+ years,"Rate per 1,000 Population",216.7,157.4
Census Week,2017/18,Clackmannanshire,85+ years,Number of People,220,19165
Census Week,2017/18,Clackmannanshire,85+ years,Number of Hours,2140,147555
Census Week,2017/18,Clackmannanshire,Unknown,"Rate per 1,000 Population",0,0
Census Week,2017/18,Clackmannanshire,Unknown,Number of People,0,0
Census Week,2017/18,Clackmannanshire,Unknown,Number of Hours,0,0
Census Week,2017/18,Comhairle nan Eilean Siar,All Ages,"Rate per 1,000 Population",13.7,11.1
Census Week,2017/18,Comhairle nan Eilean Siar,All Ages,Number of People,370,57820
Census Week,2017/18,Comhairle nan Eilean Siar,All Ages,Number of Hours,1730,702885
Census Week,2017/18,Comhairle nan Eilean Siar,0-17 years,"Rate per 1,000 Population",0,0.2
Census Week,2017/18,Comhairle nan Eilean Siar,0-17 years,Number of People,0,220
Census Week,2017/18,Comhairle nan Eilean Siar,0-17 years,Number of Hours,0,2185
Census Week,2017/18,Comhairle nan Eilean Siar,18-64 years,"Rate per 1,000 Population",2,3.2
Census Week,2017/18,Comhairle nan Eilean Siar,18-64 years,Number of People,30,10880
Census Week,2017/18,Comhairle nan Eilean Siar,18-64 years,Number of Hours,180,236420
Census Week,2017/18,Comhairle nan Eilean Siar,65-74 years,"Rate per 1,000 Population",15,16
Census Week,2017/18,Comhairle nan Eilean Siar,65-74 years,Number of People,55,9010
Census Week,2017/18,Comhairle nan Eilean Siar,65-74 years,Number of Hours,265,86105
Census Week,2017/18,Comhairle nan Eilean Siar,75-84 years,"Rate per 1,000 Population",51.8,56.5
Census Week,2017/18,Comhairle nan Eilean Siar,75-84 years,Number of People,115,18415
Census Week,2017/18,Comhairle nan Eilean Siar,75-84 years,Number of Hours,515,135630
Census Week,2017/18,Comhairle nan Eilean Siar,85+ years,"Rate per 1,000 Population",195,157.4
Census Week,2017/18,Comhairle nan Eilean Siar,85+ years,Number of People,170,19165
Census Week,2017/18,Comhairle nan Eilean Siar,85+ years,Number of Hours,770,147555
Census Week,2017/18,Comhairle nan Eilean Siar,Unknown,"Rate per 1,000 Population",0,0
Census Week,2017/18,Comhairle nan Eilean Siar,Unknown,Number of People,0,0
Census Week,2017/18,Comhairle nan Eilean Siar,Unknown,Number of Hours,0,0
Census Week,2017/18,Dumfries and Galloway,All Ages,"Rate per 1,000 Population",14.4,11.1
Census Week,2017/18,Dumfries and Galloway,All Ages,Number of People,2155,57820
Census Week,2017/18,Dumfries and Galloway,All Ages,Number of Hours,33825,702885
Census Week,2017/18,Dumfries and Galloway,0-17 years,"Rate per 1,000 Population",0.4,0.2
Census Week,2017/18,Dumfries and Galloway,0-17 years,Number of People,10,220
Census Week,2017/18,Dumfries and Galloway,0-17 years,Number of Hours,145,2185
Census Week,2017/18,Dumfries and Galloway,18-64 years,"Rate per 1,000 Population",6.4,3.2
Census Week,2017/18,Dumfries and Galloway,18-64 years,Number of People,550,10880
Census Week,2017/18,Dumfries and Galloway,18-64 years,Number of Hours,17235,236420
Census Week,2017/18,Dumfries and Galloway,65-74 years,"Rate per 1,000 Population",16.2,16
Census Week,2017/18,Dumfries and Galloway,65-74 years,Number of People,335,9010
Census Week,2017/18,Dumfries and Galloway,65-74 years,Number of Hours,4485,86105
Census Week,2017/18,Dumfries and Galloway,75-84 years,"Rate per 1,000 Population",46.7,56.5
Census Week,2017/18,Dumfries and Galloway,75-84 years,Number of People,575,18415
Census Week,2017/18,Dumfries and Galloway,75-84 years,Number of Hours,5385,135630
Census Week,2017/18,Dumfries and Galloway,85+ years,"Rate per 1,000 Population",154.8,157.4
Census Week,2017/18,Dumfries and Galloway,85+ years,Number of People,685,19165
Census Week,2017/18,Dumfries and Galloway,85+ years,Number of Hours,6575,147555
Census Week,2017/18,Dumfries and Galloway,Unknown,"Rate per 1,000 Population",0,0
Census Week,2017/18,Dumfries and Galloway,Unknown,Number of People,0,0
Census Week,2017/18,Dumfries and Galloway,Unknown,Number of Hours,0,0
Census Week,2017/18,Dundee City,All Ages,"Rate per 1,000 Population",12.7,11.1
Census Week,2017/18,Dundee City,All Ages,Number of People,1885,57820
Census Week,2017/18,Dundee City,All Ages,Number of Hours,20580,702885
Census Week,2017/18,Dundee City,0-17 years,"Rate per 1,000 Population",0,0.2
Census Week,2017/18,Dundee City,0-17 years,Number of People,0,220
Census Week,2017/18,Dundee City,0-17 years,Number of Hours,5,2185
Census Week,2017/18,Dundee City,18-64 years,"Rate per 1,000 Population",2.2,3.2
Census Week,2017/18,Dundee City,18-64 years,Number of People,210,10880
Census Week,2017/18,Dundee City,18-64 years,Number of Hours,2720,236420
Census Week,2017/18,Dundee City,65-74 years,"Rate per 1,000 Population",24.2,16
Census Week,2017/18,Dundee City,65-74 years,Number of People,330,9010
Census Week,2017/18,Dundee City,65-74 years,Number of Hours,3470,86105
Census Week,2017/18,Dundee City,75-84 years,"Rate per 1,000 Population",72.8,56.5
Census Week,2017/18,Dundee City,75-84 years,Number of People,635,18415
Census Week,2017/18,Dundee City,75-84 years,Number of Hours,6625,135630
Census Week,2017/18,Dundee City,85+ years,"Rate per 1,000 Population",197.4,157.4
Census Week,2017/18,Dundee City,85+ years,Number of People,710,19165
Census Week,2017/18,Dundee City,85+ years,Number of Hours,7765,147555
Census Week,2017/18,Dundee City,Unknown,"Rate per 1,000 Population",0,0
Census Week,2017/18,Dundee City,Unknown,Number of People,0,0
Census Week,2017/18,Dundee City,Unknown,Number of Hours,0,0
Census Week,2017/18,East Ayrshire,All Ages,"Rate per 1,000 Population",14.8,11.1
Census Week,2017/18,East Ayrshire,All Ages,Number of People,1805,57820
Census Week,2017/18,East Ayrshire,All Ages,Number of Hours,20435,702885
Census Week,2017/18,East Ayrshire,0-17 years,"Rate per 1,000 Population",0,0.2
Census Week,2017/18,East Ayrshire,0-17 years,Number of People,0,220
Census Week,2017/18,East Ayrshire,0-17 years,Number of Hours,0,2185
Census Week,2017/18,East Ayrshire,18-64 years,"Rate per 1,000 Population",3.6,3.2
Census Week,2017/18,East Ayrshire,18-64 years,Number of People,270,10880
Census Week,2017/18,East Ayrshire,18-64 years,Number of Hours,6925,236420
Census Week,2017/18,East Ayrshire,65-74 years,"Rate per 1,000 Population",21.5,16
Census Week,2017/18,East Ayrshire,65-74 years,Number of People,300,9010
Census Week,2017/18,East Ayrshire,65-74 years,Number of Hours,2855,86105
Census Week,2017/18,East Ayrshire,75-84 years,"Rate per 1,000 Population",86,56.5
Census Week,2017/18,East Ayrshire,75-84 years,Number of People,660,18415
Census Week,2017/18,East Ayrshire,75-84 years,Number of Hours,5490,135630
Census Week,2017/18,East Ayrshire,85+ years,"Rate per 1,000 Population",222.2,157.4
Census Week,2017/18,East Ayrshire,85+ years,Number of People,570,19165
Census Week,2017/18,East Ayrshire,85+ years,Number of Hours,5165,147555
Census Week,2017/18,East Ayrshire,Unknown,"Rate per 1,000 Population",0,0
Census Week,2017/18,East Ayrshire,Unknown,Number of People,0,0
Census Week,2017/18,East Ayrshire,Unknown,Number of Hours,0,0
Census Week,2017/18,East Dunbartonshire,All Ages,"Rate per 1,000 Population",12.6,11.1
Census Week,2017/18,East Dunbartonshire,All Ages,Number of People,1365,57820
Census Week,2017/18,East Dunbartonshire,All Ages,Number of Hours,12960,702885
Census Week,2017/18,East Dunbartonshire,0-17 years,"Rate per 1,000 Population",1.9,0.2
Census Week,2017/18,East Dunbartonshire,0-17 years,Number of People,40,220
Census Week,2017/18,East Dunbartonshire,0-17 years,Number of Hours,600,2185
Census Week,2017/18,East Dunbartonshire,18-64 years,"Rate per 1,000 Population",1.8,3.2
Census Week,2017/18,East Dunbartonshire,18-64 years,Number of People,115,10880
Census Week,2017/18,East Dunbartonshire,18-64 years,Number of Hours,1580,236420
Census Week,2017/18,East Dunbartonshire,65-74 years,"Rate per 1,000 Population",12.8,16
Census Week,2017/18,East Dunbartonshire,65-74 years,Number of People,160,9010
Census Week,2017/18,East Dunbartonshire,65-74 years,Number of Hours,1515,86105
Census Week,2017/18,East Dunbartonshire,75-84 years,"Rate per 1,000 Population",63,56.5
Census Week,2017/18,East Dunbartonshire,75-84 years,Number of People,510,18415
Census Week,2017/18,East Dunbartonshire,75-84 years,Number of Hours,4110,135630
Census Week,2017/18,East Dunbartonshire,85+ years,"Rate per 1,000 Population",176.9,157.4
Census Week,2017/18,East Dunbartonshire,85+ years,Number of People,550,19165
Census Week,2017/18,East Dunbartonshire,85+ years,Number of Hours,5160,147555
Census Week,2017/18,East Dunbartonshire,Unknown,"Rate per 1,000 Population",0,0
Census Week,2017/18,East Dunbartonshire,Unknown,Number of People,0,0
Census Week,2017/18,East Dunbartonshire,Unknown,Number of Hours,0,0
Census Week,2017/18,East Lothian,All Ages,"Rate per 1,000 Population",11.5,11.1
Census Week,2017/18,East Lothian,All Ages,Number of People,1210,57820
Census Week,2017/18,East Lothian,All Ages,Number of Hours,18985,702885
Census Week,2017/18,East Lothian,0-17 years,"Rate per 1,000 Population",0.2,0.2
Census Week,2017/18,East Lothian,0-17 years,Number of People,5,220
Census Week,2017/18,East Lothian,0-17 years,Number of Hours,90,2185
