financial_year,sending_location,age_group,sds_option,nclients,percentage
2020/21,Scottish Borders,All Ages,Option 3 Only,2355,78
2020/21,Scottish Borders,0-17 years,Option 3 Only,5,8
2020/21,Scottish Borders,18-64 years,Option 3 Only,495,71
2020/21,Scottish Borders,65-74 years,Option 3 Only,320,81
2020/21,Scottish Borders,75-84 years,Option 3 Only,645,83
2020/21,Scottish Borders,85+ years,Option 3 Only,890,84
2020/21,Scottish Borders,Unknown,Option 3 Only,0,NA
2020/21,Scottish Borders,All Ages,Option 4 Only,230,8
2020/21,Scottish Borders,0-17 years,Option 4 Only,0,0
2020/21,Scottish Borders,18-64 years,Option 4 Only,75,11
2020/21,Scottish Borders,65-74 years,Option 4 Only,25,6
2020/21,Scottish Borders,75-84 years,Option 4 Only,55,7
2020/21,Scottish Borders,85+ years,Option 4 Only,75,7
2020/21,Scottish Borders,Unknown,Option 4 Only,0,NA
2017/18,Shetland Islands,All Ages,Option 1 Only,35,78
2017/18,Shetland Islands,0-17 years,Option 1 Only,0,NA
2017/18,Shetland Islands,18-64 years,Option 1 Only,20,80
2017/18,Shetland Islands,65-74 years,Option 1 Only,5,100
2017/18,Shetland Islands,75-84 years,Option 1 Only,5,100
2017/18,Shetland Islands,85+ years,Option 1 Only,5,100
2017/18,Shetland Islands,Unknown,Option 1 Only,0,NA
2017/18,Shetland Islands,All Ages,Option 2 Only,0,0
2017/18,Shetland Islands,0-17 years,Option 2 Only,0,NA
2017/18,Shetland Islands,18-64 years,Option 2 Only,0,0
2017/18,Shetland Islands,65-74 years,Option 2 Only,0,0
2017/18,Shetland Islands,75-84 years,Option 2 Only,0,0
2017/18,Shetland Islands,85+ years,Option 2 Only,0,0
2017/18,Shetland Islands,Unknown,Option 2 Only,0,NA
2017/18,Shetland Islands,All Ages,Option 3 Only,0,0
2017/18,Shetland Islands,0-17 years,Option 3 Only,0,NA
2017/18,Shetland Islands,18-64 years,Option 3 Only,0,0
2017/18,Shetland Islands,65-74 years,Option 3 Only,0,0
2017/18,Shetland Islands,75-84 years,Option 3 Only,0,0
2017/18,Shetland Islands,85+ years,Option 3 Only,0,0
2017/18,Shetland Islands,Unknown,Option 3 Only,0,NA
2017/18,Shetland Islands,All Ages,Option 4 Only,10,22
2017/18,Shetland Islands,0-17 years,Option 4 Only,0,NA
2017/18,Shetland Islands,18-64 years,Option 4 Only,5,20
2017/18,Shetland Islands,65-74 years,Option 4 Only,0,0
2017/18,Shetland Islands,75-84 years,Option 4 Only,0,0
2017/18,Shetland Islands,85+ years,Option 4 Only,0,0
2017/18,Shetland Islands,Unknown,Option 4 Only,0,NA
2018/19,Shetland Islands,All Ages,Option 1 Only,35,58
2018/19,Shetland Islands,0-17 years,Option 1 Only,0,NA
2018/19,Shetland Islands,18-64 years,Option 1 Only,25,71
2018/19,Shetland Islands,65-74 years,Option 1 Only,0,0
2018/19,Shetland Islands,75-84 years,Option 1 Only,5,50
2018/19,Shetland Islands,85+ years,Option 1 Only,0,0
2018/19,Shetland Islands,Unknown,Option 1 Only,0,NA
2018/19,Shetland Islands,All Ages,Option 2 Only,0,0
2018/19,Shetland Islands,0-17 years,Option 2 Only,0,NA
2018/19,Shetland Islands,18-64 years,Option 2 Only,0,0
2018/19,Shetland Islands,65-74 years,Option 2 Only,0,0
2018/19,Shetland Islands,75-84 years,Option 2 Only,0,0
2018/19,Shetland Islands,85+ years,Option 2 Only,0,0
2018/19,Shetland Islands,Unknown,Option 2 Only,0,NA
2018/19,Shetland Islands,All Ages,Option 3 Only,0,0
2018/19,Shetland Islands,0-17 years,Option 3 Only,0,NA
2018/19,Shetland Islands,18-64 years,Option 3 Only,0,0
2018/19,Shetland Islands,65-74 years,Option 3 Only,0,0
2018/19,Shetland Islands,75-84 years,Option 3 Only,0,0
2018/19,Shetland Islands,85+ years,Option 3 Only,0,0
2018/19,Shetland Islands,Unknown,Option 3 Only,0,NA
2018/19,Shetland Islands,All Ages,Option 4 Only,25,42
2018/19,Shetland Islands,0-17 years,Option 4 Only,0,NA
2018/19,Shetland Islands,18-64 years,Option 4 Only,10,29
2018/19,Shetland Islands,65-74 years,Option 4 Only,5,100
2018/19,Shetland Islands,75-84 years,Option 4 Only,5,50
2018/19,Shetland Islands,85+ years,Option 4 Only,5,100
2018/19,Shetland Islands,Unknown,Option 4 Only,0,NA
2019/20,Shetland Islands,All Ages,Option 1 Only,40,53
2019/20,Shetland Islands,0-17 years,Option 1 Only,0,NA
2019/20,Shetland Islands,18-64 years,Option 1 Only,30,67
2019/20,Shetland Islands,65-74 years,Option 1 Only,0,0
2019/20,Shetland Islands,75-84 years,Option 1 Only,5,50
2019/20,Shetland Islands,85+ years,Option 1 Only,5,50
2019/20,Shetland Islands,Unknown,Option 1 Only,0,NA
2019/20,Shetland Islands,All Ages,Option 2 Only,0,0
2019/20,Shetland Islands,0-17 years,Option 2 Only,0,NA
2019/20,Shetland Islands,18-64 years,Option 2 Only,0,0
2019/20,Shetland Islands,65-74 years,Option 2 Only,0,0
2019/20,Shetland Islands,75-84 years,Option 2 Only,0,0
2019/20,Shetland Islands,85+ years,Option 2 Only,0,0
2019/20,Shetland Islands,Unknown,Option 2 Only,0,NA
2019/20,Shetland Islands,All Ages,Option 3 Only,0,0
2019/20,Shetland Islands,0-17 years,Option 3 Only,0,NA
2019/20,Shetland Islands,18-64 years,Option 3 Only,0,0
2019/20,Shetland Islands,65-74 years,Option 3 Only,0,0
2019/20,Shetland Islands,75-84 years,Option 3 Only,0,0
2019/20,Shetland Islands,85+ years,Option 3 Only,0,0
2019/20,Shetland Islands,Unknown,Option 3 Only,0,NA
2019/20,Shetland Islands,All Ages,Option 4 Only,35,47
2019/20,Shetland Islands,0-17 years,Option 4 Only,0,NA
2019/20,Shetland Islands,18-64 years,Option 4 Only,15,33
2019/20,Shetland Islands,65-74 years,Option 4 Only,5,100
2019/20,Shetland Islands,75-84 years,Option 4 Only,5,50
2019/20,Shetland Islands,85+ years,Option 4 Only,5,50
2019/20,Shetland Islands,Unknown,Option 4 Only,0,NA
2020/21,Shetland Islands,All Ages,Option 1 Only,80,70
2020/21,Shetland Islands,0-17 years,Option 1 Only,30,100
2020/21,Shetland Islands,18-64 years,Option 1 Only,30,67
2020/21,Shetland Islands,65-74 years,Option 1 Only,0,0
2020/21,Shetland Islands,75-84 years,Option 1 Only,5,50
2020/21,Shetland Islands,85+ years,Option 1 Only,10,67
2020/21,Shetland Islands,Unknown,Option 1 Only,0,NA
2020/21,Shetland Islands,All Ages,Option 2 Only,0,0
2020/21,Shetland Islands,0-17 years,Option 2 Only,0,0
2020/21,Shetland Islands,18-64 years,Option 2 Only,0,0
2020/21,Shetland Islands,65-74 years,Option 2 Only,0,0
2020/21,Shetland Islands,75-84 years,Option 2 Only,0,0
2020/21,Shetland Islands,85+ years,Option 2 Only,0,0
2020/21,Shetland Islands,Unknown,Option 2 Only,0,NA
2020/21,Shetland Islands,All Ages,Option 3 Only,0,0
2020/21,Shetland Islands,0-17 years,Option 3 Only,0,0
2020/21,Shetland Islands,18-64 years,Option 3 Only,0,0
2020/21,Shetland Islands,65-74 years,Option 3 Only,0,0
2020/21,Shetland Islands,75-84 years,Option 3 Only,0,0
2020/21,Shetland Islands,85+ years,Option 3 Only,0,0
2020/21,Shetland Islands,Unknown,Option 3 Only,0,NA
2020/21,Shetland Islands,All Ages,Option 4 Only,35,30
2020/21,Shetland Islands,0-17 years,Option 4 Only,0,0
2020/21,Shetland Islands,18-64 years,Option 4 Only,15,33
2020/21,Shetland Islands,65-74 years,Option 4 Only,5,100
2020/21,Shetland Islands,75-84 years,Option 4 Only,5,50
2020/21,Shetland Islands,85+ years,Option 4 Only,5,33
2020/21,Shetland Islands,Unknown,Option 4 Only,0,NA
2017/18,South Ayrshire,All Ages,Option 1 Only,110,4
2017/18,South Ayrshire,0-17 years,Option 1 Only,10,100
2017/18,South Ayrshire,18-64 years,Option 1 Only,65,10
2017/18,South Ayrshire,65-74 years,Option 1 Only,10,2
2017/18,South Ayrshire,75-84 years,Option 1 Only,15,2
2017/18,South Ayrshire,85+ years,Option 1 Only,10,1
2017/18,South Ayrshire,Unknown,Option 1 Only,0,NA
2017/18,South Ayrshire,All Ages,Option 2 Only,95,3
2017/18,South Ayrshire,0-17 years,Option 2 Only,0,0
2017/18,South Ayrshire,18-64 years,Option 2 Only,20,3
2017/18,South Ayrshire,65-74 years,Option 2 Only,15,4
2017/18,South Ayrshire,75-84 years,Option 2 Only,20,2
2017/18,South Ayrshire,85+ years,Option 2 Only,35,3
2017/18,South Ayrshire,Unknown,Option 2 Only,0,NA
2017/18,South Ayrshire,All Ages,Option 3 Only,2895,93
2017/18,South Ayrshire,0-17 years,Option 3 Only,0,0
2017/18,South Ayrshire,18-64 years,Option 3 Only,545,85
2017/18,South Ayrshire,65-74 years,Option 3 Only,390,93
2017/18,South Ayrshire,75-84 years,Option 3 Only,920,96
2017/18,South Ayrshire,85+ years,Option 3 Only,1035,95
2017/18,South Ayrshire,Unknown,Option 3 Only,0,NA
2017/18,South Ayrshire,All Ages,Option 4 Only,25,1
2017/18,South Ayrshire,0-17 years,Option 4 Only,0,0
2017/18,South Ayrshire,18-64 years,Option 4 Only,10,2
2017/18,South Ayrshire,65-74 years,Option 4 Only,5,1
2017/18,South Ayrshire,75-84 years,Option 4 Only,5,1
2017/18,South Ayrshire,85+ years,Option 4 Only,5,0
2017/18,South Ayrshire,Unknown,Option 4 Only,0,NA
2018/19,South Ayrshire,All Ages,Option 1 Only,105,3
2018/19,South Ayrshire,0-17 years,Option 1 Only,15,100
2018/19,South Ayrshire,18-64 years,Option 1 Only,55,8
2018/19,South Ayrshire,65-74 years,Option 1 Only,10,2
2018/19,South Ayrshire,75-84 years,Option 1 Only,10,1
2018/19,South Ayrshire,85+ years,Option 1 Only,10,1
2018/19,South Ayrshire,Unknown,Option 1 Only,0,NA
2018/19,South Ayrshire,All Ages,Option 2 Only,120,3
2018/19,South Ayrshire,0-17 years,Option 2 Only,0,0
2018/19,South Ayrshire,18-64 years,Option 2 Only,40,6
2018/19,South Ayrshire,65-74 years,Option 2 Only,20,4
2018/19,South Ayrshire,75-84 years,Option 2 Only,25,2
2018/19,South Ayrshire,85+ years,Option 2 Only,30,2
2018/19,South Ayrshire,Unknown,Option 2 Only,0,NA
2018/19,South Ayrshire,All Ages,Option 3 Only,3815,94
2018/19,South Ayrshire,0-17 years,Option 3 Only,0,0
2018/19,South Ayrshire,18-64 years,Option 3 Only,560,84
2018/19,South Ayrshire,65-74 years,Option 3 Only,520,95
2018/19,South Ayrshire,75-84 years,Option 3 Only,1225,97
2018/19,South Ayrshire,85+ years,Option 3 Only,1510,97
2018/19,South Ayrshire,Unknown,Option 3 Only,0,NA
2018/19,South Ayrshire,All Ages,Option 4 Only,15,0
2018/19,South Ayrshire,0-17 years,Option 4 Only,0,0
2018/19,South Ayrshire,18-64 years,Option 4 Only,10,2
2018/19,South Ayrshire,65-74 years,Option 4 Only,0,0
2018/19,South Ayrshire,75-84 years,Option 4 Only,5,0
2018/19,South Ayrshire,85+ years,Option 4 Only,0,0
2018/19,South Ayrshire,Unknown,Option 4 Only,0,NA
2017/18,South Lanarkshire,All Ages,Option 1 Only,360,14
2017/18,South Lanarkshire,0-17 years,Option 1 Only,25,71
2017/18,South Lanarkshire,18-64 years,Option 1 Only,245,27
2017/18,South Lanarkshire,65-74 years,Option 1 Only,40,13
2017/18,South Lanarkshire,75-84 years,Option 1 Only,20,3
2017/18,South Lanarkshire,85+ years,Option 1 Only,25,4
2017/18,South Lanarkshire,Unknown,Option 1 Only,0,NA
2017/18,South Lanarkshire,All Ages,Option 2 Only,15,1
2017/18,South Lanarkshire,0-17 years,Option 2 Only,0,0
2017/18,South Lanarkshire,18-64 years,Option 2 Only,10,1
2017/18,South Lanarkshire,65-74 years,Option 2 Only,0,0
2017/18,South Lanarkshire,75-84 years,Option 2 Only,5,1
2017/18,South Lanarkshire,85+ years,Option 2 Only,0,0
2017/18,South Lanarkshire,Unknown,Option 2 Only,0,NA
2017/18,South Lanarkshire,All Ages,Option 3 Only,2080,81
2017/18,South Lanarkshire,0-17 years,Option 3 Only,5,14
2017/18,South Lanarkshire,18-64 years,Option 3 Only,580,63
2017/18,South Lanarkshire,65-74 years,Option 3 Only,260,85
2017/18,South Lanarkshire,75-84 years,Option 3 Only,575,93
2017/18,South Lanarkshire,85+ years,Option 3 Only,660,94
2017/18,South Lanarkshire,Unknown,Option 3 Only,0,NA
2017/18,South Lanarkshire,All Ages,Option 4 Only,125,5
2017/18,South Lanarkshire,0-17 years,Option 4 Only,5,14
2017/18,South Lanarkshire,18-64 years,Option 4 Only,80,9
2017/18,South Lanarkshire,65-74 years,Option 4 Only,5,2
2017/18,South Lanarkshire,75-84 years,Option 4 Only,15,2
2017/18,South Lanarkshire,85+ years,Option 4 Only,15,2
2017/18,South Lanarkshire,Unknown,Option 4 Only,0,NA
2018/19,South Lanarkshire,All Ages,Option 1 Only,560,29
2018/19,South Lanarkshire,0-17 years,Option 1 Only,45,90
2018/19,South Lanarkshire,18-64 years,Option 1 Only,385,49
2018/19,South Lanarkshire,65-74 years,Option 1 Only,55,26
2018/19,South Lanarkshire,75-84 years,Option 1 Only,35,8
2018/19,South Lanarkshire,85+ years,Option 1 Only,35,7
2018/19,South Lanarkshire,Unknown,Option 1 Only,5,100
2018/19,South Lanarkshire,All Ages,Option 2 Only,45,2
2018/19,South Lanarkshire,0-17 years,Option 2 Only,0,0
2018/19,South Lanarkshire,18-64 years,Option 2 Only,25,3
2018/19,South Lanarkshire,65-74 years,Option 2 Only,5,2
2018/19,South Lanarkshire,75-84 years,Option 2 Only,10,2
2018/19,South Lanarkshire,85+ years,Option 2 Only,10,2
2018/19,South Lanarkshire,Unknown,Option 2 Only,0,0
2018/19,South Lanarkshire,All Ages,Option 3 Only,1230,63
2018/19,South Lanarkshire,0-17 years,Option 3 Only,5,10
2018/19,South Lanarkshire,18-64 years,Option 3 Only,315,40
2018/19,South Lanarkshire,65-74 years,Option 3 Only,135,64
2018/19,South Lanarkshire,75-84 years,Option 3 Only,360,86
2018/19,South Lanarkshire,85+ years,Option 3 Only,415,88
2018/19,South Lanarkshire,Unknown,Option 3 Only,0,0
2018/19,South Lanarkshire,All Ages,Option 4 Only,105,5
2018/19,South Lanarkshire,0-17 years,Option 4 Only,0,0
2018/19,South Lanarkshire,18-64 years,Option 4 Only,60,8
2018/19,South Lanarkshire,65-74 years,Option 4 Only,15,7
2018/19,South Lanarkshire,75-84 years,Option 4 Only,15,4
2018/19,South Lanarkshire,85+ years,Option 4 Only,10,2
2018/19,South Lanarkshire,Unknown,Option 4 Only,0,0
2019/20,South Lanarkshire,All Ages,Option 1 Only,155,12
2019/20,South Lanarkshire,0-17 years,Option 1 Only,0,0
2019/20,South Lanarkshire,18-64 years,Option 1 Only,120,17
2019/20,South Lanarkshire,65-74 years,Option 1 Only,15,9
2019/20,South Lanarkshire,75-84 years,Option 1 Only,15,7
2019/20,South Lanarkshire,85+ years,Option 1 Only,10,4
2019/20,South Lanarkshire,Unknown,Option 1 Only,0,NA
2019/20,South Lanarkshire,All Ages,Option 2 Only,15,1
2019/20,South Lanarkshire,0-17 years,Option 2 Only,0,0
2019/20,South Lanarkshire,18-64 years,Option 2 Only,10,1
2019/20,South Lanarkshire,65-74 years,Option 2 Only,0,0
2019/20,South Lanarkshire,75-84 years,Option 2 Only,0,0
2019/20,South Lanarkshire,85+ years,Option 2 Only,0,0
2019/20,South Lanarkshire,Unknown,Option 2 Only,0,NA
2019/20,South Lanarkshire,All Ages,Option 3 Only,980,73
2019/20,South Lanarkshire,0-17 years,Option 3 Only,5,100
2019/20,South Lanarkshire,18-64 years,Option 3 Only,480,68
2019/20,South Lanarkshire,65-74 years,Option 3 Only,125,78
2019/20,South Lanarkshire,75-84 years,Option 3 Only,180,80
2019/20,South Lanarkshire,85+ years,Option 3 Only,190,81
2019/20,South Lanarkshire,Unknown,Option 3 Only,0,NA
2019/20,South Lanarkshire,All Ages,Option 4 Only,190,14
2019/20,South Lanarkshire,0-17 years,Option 4 Only,0,0
2019/20,South Lanarkshire,18-64 years,Option 4 Only,100,14
2019/20,South Lanarkshire,65-74 years,Option 4 Only,20,12
2019/20,South Lanarkshire,75-84 years,Option 4 Only,30,13
2019/20,South Lanarkshire,85+ years,Option 4 Only,35,15
2019/20,South Lanarkshire,Unknown,Option 4 Only,0,NA
2020/21,South Lanarkshire,All Ages,Option 1 Only,30,2
2020/21,South Lanarkshire,0-17 years,Option 1 Only,0,0
2020/21,South Lanarkshire,18-64 years,Option 1 Only,20,3
2020/21,South Lanarkshire,65-74 years,Option 1 Only,5,2
2020/21,South Lanarkshire,75-84 years,Option 1 Only,0,0
2020/21,South Lanarkshire,85+ years,Option 1 Only,5,1
2020/21,South Lanarkshire,Unknown,Option 1 Only,0,NA
2020/21,South Lanarkshire,All Ages,Option 2 Only,30,2
2020/21,South Lanarkshire,0-17 years,Option 2 Only,0,0
2020/21,South Lanarkshire,18-64 years,Option 2 Only,10,1
2020/21,South Lanarkshire,65-74 years,Option 2 Only,5,2
2020/21,South Lanarkshire,75-84 years,Option 2 Only,0,0
2020/21,South Lanarkshire,85+ years,Option 2 Only,10,2
2020/21,South Lanarkshire,Unknown,Option 2 Only,0,NA
2020/21,South Lanarkshire,All Ages,Option 3 Only,1800,95
2020/21,South Lanarkshire,0-17 years,Option 3 Only,5,100
2020/21,South Lanarkshire,18-64 years,Option 3 Only,740,94
2020/21,South Lanarkshire,65-74 years,Option 3 Only,235,96
2020/21,South Lanarkshire,75-84 years,Option 3 Only,420,99
2020/21,South Lanarkshire,85+ years,Option 3 Only,400,95
2020/21,South Lanarkshire,Unknown,Option 3 Only,0,NA
2020/21,South Lanarkshire,All Ages,Option 4 Only,30,2
2020/21,South Lanarkshire,0-17 years,Option 4 Only,0,0
2020/21,South Lanarkshire,18-64 years,Option 4 Only,20,3
2020/21,South Lanarkshire,65-74 years,Option 4 Only,0,0
2020/21,South Lanarkshire,75-84 years,Option 4 Only,5,1
2020/21,South Lanarkshire,85+ years,Option 4 Only,5,1
2020/21,South Lanarkshire,Unknown,Option 4 Only,0,NA
2017/18,Stirling,All Ages,Option 1 Only,50,3
2017/18,Stirling,0-17 years,Option 1 Only,0,NA
2017/18,Stirling,18-64 years,Option 1 Only,30,8
2017/18,Stirling,65-74 years,Option 1 Only,10,4
2017/18,Stirling,75-84 years,Option 1 Only,5,1
2017/18,Stirling,85+ years,Option 1 Only,5,1
2017/18,Stirling,Unknown,Option 1 Only,0,NA
2017/18,Stirling,All Ages,Option 2 Only,45,2
2017/18,Stirling,0-17 years,Option 2 Only,0,NA
2017/18,Stirling,18-64 years,Option 2 Only,10,3
2017/18,Stirling,65-74 years,Option 2 Only,5,2
2017/18,Stirling,75-84 years,Option 2 Only,10,2
2017/18,Stirling,85+ years,Option 2 Only,20,3
2017/18,Stirling,Unknown,Option 2 Only,0,NA
2017/18,Stirling,All Ages,Option 3 Only,1755,91
2017/18,Stirling,0-17 years,Option 3 Only,0,NA
2017/18,Stirling,18-64 years,Option 3 Only,305,81
2017/18,Stirling,65-74 years,Option 3 Only,215,91
2017/18,Stirling,75-84 years,Option 3 Only,555,94
2017/18,Stirling,85+ years,Option 3 Only,680,94
2017/18,Stirling,Unknown,Option 3 Only,0,NA
2017/18,Stirling,All Ages,Option 4 Only,70,4
2017/18,Stirling,0-17 years,Option 4 Only,0,NA
2017/18,Stirling,18-64 years,Option 4 Only,30,8
2017/18,Stirling,65-74 years,Option 4 Only,5,2
2017/18,Stirling,75-84 years,Option 4 Only,20,3
2017/18,Stirling,85+ years,Option 4 Only,20,3
2017/18,Stirling,Unknown,Option 4 Only,0,NA
2018/19,Stirling,All Ages,Option 1 Only,50,3
2018/19,Stirling,0-17 years,Option 1 Only,0,NA
2018/19,Stirling,18-64 years,Option 1 Only,30,8
2018/19,Stirling,65-74 years,Option 1 Only,10,5
2018/19,Stirling,75-84 years,Option 1 Only,5,1
2018/19,Stirling,85+ years,Option 1 Only,5,1
2018/19,Stirling,Unknown,Option 1 Only,0,NA
2018/19,Stirling,All Ages,Option 2 Only,40,2
2018/19,Stirling,0-17 years,Option 2 Only,0,NA
2018/19,Stirling,18-64 years,Option 2 Only,15,4
2018/19,Stirling,65-74 years,Option 2 Only,0,0
2018/19,Stirling,75-84 years,Option 2 Only,5,1
2018/19,Stirling,85+ years,Option 2 Only,15,2
2018/19,Stirling,Unknown,Option 2 Only,0,NA
2018/19,Stirling,All Ages,Option 3 Only,1730,92
2018/19,Stirling,0-17 years,Option 3 Only,0,NA
2018/19,Stirling,18-64 years,Option 3 Only,320,81
2018/19,Stirling,65-74 years,Option 3 Only,195,95
2018/19,Stirling,75-84 years,Option 3 Only,530,95
2018/19,Stirling,85+ years,Option 3 Only,680,94
2018/19,Stirling,Unknown,Option 3 Only,0,NA
2018/19,Stirling,All Ages,Option 4 Only,70,4
2018/19,Stirling,0-17 years,Option 4 Only,0,NA
2018/19,Stirling,18-64 years,Option 4 Only,30,8
2018/19,Stirling,65-74 years,Option 4 Only,0,0
2018/19,Stirling,75-84 years,Option 4 Only,15,3
2018/19,Stirling,85+ years,Option 4 Only,20,3
2018/19,Stirling,Unknown,Option 4 Only,0,NA
2019/20,Stirling,All Ages,Option 1 Only,45,2
2019/20,Stirling,0-17 years,Option 1 Only,0,NA
2019/20,Stirling,18-64 years,Option 1 Only,25,6
2019/20,Stirling,65-74 years,Option 1 Only,10,5
2019/20,Stirling,75-84 years,Option 1 Only,5,1
2019/20,Stirling,85+ years,Option 1 Only,5,1
2019/20,Stirling,Unknown,Option 1 Only,0,NA
2019/20,Stirling,All Ages,Option 2 Only,50,3
2019/20,Stirling,0-17 years,Option 2 Only,0,NA
2019/20,Stirling,18-64 years,Option 2 Only,20,5
2019/20,Stirling,65-74 years,Option 2 Only,0,0
2019/20,Stirling,75-84 years,Option 2 Only,5,1
2019/20,Stirling,85+ years,Option 2 Only,20,3
2019/20,Stirling,Unknown,Option 2 Only,0,NA
2019/20,Stirling,All Ages,Option 3 Only,1805,92
2019/20,Stirling,0-17 years,Option 3 Only,0,NA
2019/20,Stirling,18-64 years,Option 3 Only,325,80
2019/20,Stirling,65-74 years,Option 3 Only,200,93
2019/20,Stirling,75-84 years,Option 3 Only,565,97
2019/20,Stirling,85+ years,Option 3 Only,710,95
2019/20,Stirling,Unknown,Option 3 Only,0,NA
2019/20,Stirling,All Ages,Option 4 Only,55,3
2019/20,Stirling,0-17 years,Option 4 Only,0,NA
2019/20,Stirling,18-64 years,Option 4 Only,35,9
2019/20,Stirling,65-74 years,Option 4 Only,5,2
2019/20,Stirling,75-84 years,Option 4 Only,5,1
2019/20,Stirling,85+ years,Option 4 Only,10,1
2019/20,Stirling,Unknown,Option 4 Only,0,NA
2020/21,Stirling,All Ages,Option 1 Only,45,2
2020/21,Stirling,0-17 years,Option 1 Only,0,NA
2020/21,Stirling,18-64 years,Option 1 Only,25,6
2020/21,Stirling,65-74 years,Option 1 Only,10,4
2020/21,Stirling,75-84 years,Option 1 Only,10,2
2020/21,Stirling,85+ years,Option 1 Only,5,1
2020/21,Stirling,Unknown,Option 1 Only,0,NA
2020/21,Stirling,All Ages,Option 2 Only,50,2
2020/21,Stirling,0-17 years,Option 2 Only,0,NA
2020/21,Stirling,18-64 years,Option 2 Only,30,7
2020/21,Stirling,65-74 years,Option 2 Only,0,0
2020/21,Stirling,75-84 years,Option 2 Only,5,1
2020/21,Stirling,85+ years,Option 2 Only,15,2
2020/21,Stirling,Unknown,Option 2 Only,0,NA
2020/21,Stirling,All Ages,Option 3 Only,1870,93
2020/21,Stirling,0-17 years,Option 3 Only,0,NA
2020/21,Stirling,18-64 years,Option 3 Only,335,81
2020/21,Stirling,65-74 years,Option 3 Only,215,96
2020/21,Stirling,75-84 years,Option 3 Only,575,97
2020/21,Stirling,85+ years,Option 3 Only,745,96
2020/21,Stirling,Unknown,Option 3 Only,0,NA
2020/21,Stirling,All Ages,Option 4 Only,40,2
2020/21,Stirling,0-17 years,Option 4 Only,0,NA
2020/21,Stirling,18-64 years,Option 4 Only,25,6
2020/21,Stirling,65-74 years,Option 4 Only,0,0
2020/21,Stirling,75-84 years,Option 4 Only,5,1
2020/21,Stirling,85+ years,Option 4 Only,10,1
2020/21,Stirling,Unknown,Option 4 Only,0,NA
2017/18,West Dunbartonshire,All Ages,Option 1 Only,115,92
2017/18,West Dunbartonshire,0-17 years,Option 1 Only,20,100
2017/18,West Dunbartonshire,18-64 years,Option 1 Only,75,88
2017/18,West Dunbartonshire,65-74 years,Option 1 Only,5,100
2017/18,West Dunbartonshire,75-84 years,Option 1 Only,5,100
2017/18,West Dunbartonshire,85+ years,Option 1 Only,5,100
2017/18,West Dunbartonshire,Unknown,Option 1 Only,0,NA
2017/18,West Dunbartonshire,All Ages,Option 2 Only,10,8
2017/18,West Dunbartonshire,0-17 years,Option 2 Only,0,0
2017/18,West Dunbartonshire,18-64 years,Option 2 Only,10,12
2017/18,West Dunbartonshire,65-74 years,Option 2 Only,0,0
2017/18,West Dunbartonshire,75-84 years,Option 2 Only,0,0
2017/18,West Dunbartonshire,85+ years,Option 2 Only,0,0
2017/18,West Dunbartonshire,Unknown,Option 2 Only,0,NA
2017/18,West Dunbartonshire,All Ages,Option 3 Only,0,0
2017/18,West Dunbartonshire,0-17 years,Option 3 Only,0,0
2017/18,West Dunbartonshire,18-64 years,Option 3 Only,0,0
2017/18,West Dunbartonshire,65-74 years,Option 3 Only,0,0
2017/18,West Dunbartonshire,75-84 years,Option 3 Only,0,0
2017/18,West Dunbartonshire,85+ years,Option 3 Only,0,0
2017/18,West Dunbartonshire,Unknown,Option 3 Only,0,NA
2017/18,West Dunbartonshire,All Ages,Option 4 Only,0,0
2017/18,West Dunbartonshire,0-17 years,Option 4 Only,0,0
2017/18,West Dunbartonshire,18-64 years,Option 4 Only,0,0
2017/18,West Dunbartonshire,65-74 years,Option 4 Only,0,0
2017/18,West Dunbartonshire,75-84 years,Option 4 Only,0,0
2017/18,West Dunbartonshire,85+ years,Option 4 Only,0,0
2017/18,West Dunbartonshire,Unknown,Option 4 Only,0,NA
2018/19,West Dunbartonshire,All Ages,Option 1 Only,105,7
2018/19,West Dunbartonshire,0-17 years,Option 1 Only,15,100
2018/19,West Dunbartonshire,18-64 years,Option 1 Only,75,33
2018/19,West Dunbartonshire,65-74 years,Option 1 Only,5,2
2018/19,West Dunbartonshire,75-84 years,Option 1 Only,0,0
2018/19,West Dunbartonshire,85+ years,Option 1 Only,5,1
2018/19,West Dunbartonshire,Unknown,Option 1 Only,0,0
2018/19,West Dunbartonshire,All Ages,Option 2 Only,5,0
2018/19,West Dunbartonshire,0-17 years,Option 2 Only,0,0
2018/19,West Dunbartonshire,18-64 years,Option 2 Only,5,2
2018/19,West Dunbartonshire,65-74 years,Option 2 Only,0,0
2018/19,West Dunbartonshire,75-84 years,Option 2 Only,0,0
2018/19,West Dunbartonshire,85+ years,Option 2 Only,0,0
2018/19,West Dunbartonshire,Unknown,Option 2 Only,0,0
2018/19,West Dunbartonshire,All Ages,Option 3 Only,1475,92
2018/19,West Dunbartonshire,0-17 years,Option 3 Only,0,0
2018/19,West Dunbartonshire,18-64 years,Option 3 Only,140,62
2018/19,West Dunbartonshire,65-74 years,Option 3 Only,300,98
2018/19,West Dunbartonshire,75-84 years,Option 3 Only,540,99
2018/19,West Dunbartonshire,85+ years,Option 3 Only,485,99
2018/19,West Dunbartonshire,Unknown,Option 3 Only,10,100
2018/19,West Dunbartonshire,All Ages,Option 4 Only,10,1
2018/19,West Dunbartonshire,0-17 years,Option 4 Only,0,0
