financial_year,sending_location,age_group,option_type,nclient,rate
2017/18,Argyll and Bute,85+ years,Any SDS,585,234.375
2017/18,Argyll and Bute,Unknown,Any SDS,0,0
2017/18,Argyll and Bute,All Ages,Option 1,180,2.0734938371155396
2017/18,Argyll and Bute,0-17 years,Option 1,0,0
2017/18,Argyll and Bute,18-64 years,Option 1,65,1.2982603311562508
2017/18,Argyll and Bute,65-74 years,Option 1,30,2.425222312045271
2017/18,Argyll and Bute,75-84 years,Option 1,35,5.020800459044613
2017/18,Argyll and Bute,85+ years,Option 1,50,20.032051282051285
2017/18,Argyll and Bute,Unknown,Option 1,0,0
2017/18,Argyll and Bute,All Ages,Option 2,0,0
2017/18,Argyll and Bute,0-17 years,Option 2,0,0
2017/18,Argyll and Bute,18-64 years,Option 2,0,0
2017/18,Argyll and Bute,65-74 years,Option 2,0,0
2017/18,Argyll and Bute,75-84 years,Option 2,0,0
2017/18,Argyll and Bute,85+ years,Option 2,0,0
2017/18,Argyll and Bute,Unknown,Option 2,0,0
2017/18,Argyll and Bute,All Ages,Option 3,1525,17.5671005644511
2017/18,Argyll and Bute,0-17 years,Option 3,0,0
2017/18,Argyll and Bute,18-64 years,Option 3,315,6.291569297141829
2017/18,Argyll and Bute,65-74 years,Option 3,205,16.572352465642684
2017/18,Argyll and Bute,75-84 years,Option 3,465,66.70492038444986
2017/18,Argyll and Bute,85+ years,Option 3,540,216.34615384615387
2017/18,Argyll and Bute,Unknown,Option 3,0,0
2017/18,Argyll and Bute,All Ages,Option 4,60,0.6911646123718466
2017/18,Argyll and Bute,0-17 years,Option 4,0,0
2017/18,Argyll and Bute,18-64 years,Option 4,40,0.7989294345576926
2017/18,Argyll and Bute,65-74 years,Option 4,5,0.4042037186742118
2017/18,Argyll and Bute,75-84 years,Option 4,5,0.7172572084349448
2017/18,Argyll and Bute,85+ years,Option 4,5,2.003205128205128
2017/18,Argyll and Bute,Unknown,Option 4,0,0
2018/19,Argyll and Bute,All Ages,Any SDS,2120,24.576860653837237
2018/19,Argyll and Bute,0-17 years,Any SDS,15,1.0175010175010175
2018/19,Argyll and Bute,18-64 years,Any SDS,380,7.667783203519109
2018/19,Argyll and Bute,65-74 years,Any SDS,290,23.53132099967543
2018/19,Argyll and Bute,75-84 years,Any SDS,645,90.31083730047605
2018/19,Argyll and Bute,85+ years,Any SDS,785,314.75541299117884
2018/19,Argyll and Bute,Unknown,Any SDS,0,0
2018/19,Argyll and Bute,All Ages,Option 1,215,2.4924646417806633
2018/19,Argyll and Bute,0-17 years,Option 1,15,1.0175010175010175
2018/19,Argyll and Bute,18-64 years,Option 1,70,1.4124863795956253
2018/19,Argyll and Bute,65-74 years,Option 1,30,2.4342745861733204
2018/19,Argyll and Bute,75-84 years,Option 1,35,4.900588070568468
2018/19,Argyll and Bute,85+ years,Option 1,55,22.052927024859663
2018/19,Argyll and Bute,Unknown,Option 1,0,0
2018/19,Argyll and Bute,All Ages,Option 2,0,0
2018/19,Argyll and Bute,0-17 years,Option 2,0,0
2018/19,Argyll and Bute,18-64 years,Option 2,0,0
2018/19,Argyll and Bute,65-74 years,Option 2,0,0
2018/19,Argyll and Bute,75-84 years,Option 2,0,0
2018/19,Argyll and Bute,85+ years,Option 2,0,0
2018/19,Argyll and Bute,Unknown,Option 2,0,0
2018/19,Argyll and Bute,All Ages,Option 3,1955,22.664038952005566
2018/19,Argyll and Bute,0-17 years,Option 3,0,0
2018/19,Argyll and Bute,18-64 years,Option 3,325,6.557972476693974
2018/19,Argyll and Bute,65-74 years,Option 3,265,21.502758844530998
2018/19,Argyll and Bute,75-84 years,Option 3,625,87.51050126015123
2018/19,Argyll and Bute,85+ years,Option 3,740,296.7121090617482
2018/19,Argyll and Bute,Unknown,Option 3,0,0
2018/19,Argyll and Bute,All Ages,Option 4,45,0.5216786459540923
2018/19,Argyll and Bute,0-17 years,Option 4,0,0
2018/19,Argyll and Bute,18-64 years,Option 4,15,0.30267565277049113
2018/19,Argyll and Bute,65-74 years,Option 4,5,0.4057124310288867
2018/19,Argyll and Bute,75-84 years,Option 4,15,2.100252030243629
2018/19,Argyll and Bute,85+ years,Option 4,10,4.0096230954290295
2018/19,Argyll and Bute,Unknown,Option 4,0,0
2019/20,Argyll and Bute,All Ages,Any SDS,2160,25.15430301618726
2019/20,Argyll and Bute,0-17 years,Any SDS,20,1.373060551970342
2019/20,Argyll and Bute,18-64 years,Any SDS,425,8.656862345704159
2019/20,Argyll and Bute,65-74 years,Any SDS,285,23.172615659809743
2019/20,Argyll and Bute,75-84 years,Any SDS,640,86.85031890351472
2019/20,Argyll and Bute,85+ years,Any SDS,785,308.8119590873328
2019/20,Argyll and Bute,Unknown,Any SDS,0,0
2019/20,Argyll and Bute,All Ages,Option 1,210,2.445557237684872
2019/20,Argyll and Bute,0-17 years,Option 1,20,1.373060551970342
2019/20,Argyll and Bute,18-64 years,Option 1,75,1.527681590418381
2019/20,Argyll and Bute,65-74 years,Option 1,25,2.0326855841938367
2019/20,Argyll and Bute,75-84 years,Option 1,45,6.106663047903379
2019/20,Argyll and Bute,85+ years,Option 1,55,21.636506687647522
2019/20,Argyll and Bute,Unknown,Option 1,0,0
2019/20,Argyll and Bute,All Ages,Option 2,255,2.9696052171887737
2019/20,Argyll and Bute,0-17 years,Option 2,0,0
2019/20,Argyll and Bute,18-64 years,Option 2,95,1.9350633478632828
2019/20,Argyll and Bute,65-74 years,Option 2,40,3.2522969347101394
2019/20,Argyll and Bute,75-84 years,Option 2,65,8.820735513638216
2019/20,Argyll and Bute,85+ years,Option 2,50,19.66955153422502
2019/20,Argyll and Bute,Unknown,Option 2,0,0
2019/20,Argyll and Bute,All Ages,Option 3,1865,21.718877372772795
2019/20,Argyll and Bute,0-17 years,Option 3,0,0
2019/20,Argyll and Bute,18-64 years,Option 3,310,6.314417240395975
2019/20,Argyll and Bute,65-74 years,Option 3,245,19.9203187250996
2019/20,Argyll and Bute,75-84 years,Option 3,585,79.38661962274394
2019/20,Argyll and Bute,85+ years,Option 3,720,283.2415420928403
2019/20,Argyll and Bute,Unknown,Option 3,0,0
2019/20,Argyll and Bute,All Ages,Option 4,170,1.9797368114591827
2019/20,Argyll and Bute,0-17 years,Option 4,0,0
2019/20,Argyll and Bute,18-64 years,Option 4,55,1.1202998329734795
2019/20,Argyll and Bute,65-74 years,Option 4,20,1.6261484673550697
2019/20,Argyll and Bute,75-84 years,Option 4,50,6.785181164337088
2019/20,Argyll and Bute,85+ years,Option 4,40,15.735641227380016
2019/20,Argyll and Bute,Unknown,Option 4,0,0
2020/21,Argyll and Bute,All Ages,Any SDS,2240,26.22029731944282
2020/21,Argyll and Bute,0-17 years,Any SDS,20,1.3982102908277405
2020/21,Argyll and Bute,18-64 years,Any SDS,430,8.814365365693671
2020/21,Argyll and Bute,65-74 years,Any SDS,315,25.543301978592282
2020/21,Argyll and Bute,75-84 years,Any SDS,650,87.62469668374224
2020/21,Argyll and Bute,85+ years,Any SDS,830,320.21604938271605
2020/21,Argyll and Bute,Unknown,Any SDS,0,0
2020/21,Argyll and Bute,All Ages,Option 1,225,2.633735221819033
2020/21,Argyll and Bute,0-17 years,Option 1,20,1.3982102908277405
2020/21,Argyll and Bute,18-64 years,Option 1,80,1.639881928501148
2020/21,Argyll and Bute,65-74 years,Option 1,25,2.0272461887771653
2020/21,Argyll and Bute,75-84 years,Option 1,45,6.066325155028309
2020/21,Argyll and Bute,85+ years,Option 1,55,21.219135802469136
2020/21,Argyll and Bute,Unknown,Option 1,0,0
2020/21,Argyll and Bute,All Ages,Option 2,205,2.3996254243240083
2020/21,Argyll and Bute,0-17 years,Option 2,0,0
2020/21,Argyll and Bute,18-64 years,Option 2,85,1.7423745490324698
2020/21,Argyll and Bute,65-74 years,Option 2,35,2.838144664288031
2020/21,Argyll and Bute,75-84 years,Option 2,45,6.066325155028309
2020/21,Argyll and Bute,85+ years,Option 2,40,15.432098765432098
2020/21,Argyll and Bute,Unknown,Option 2,0,0
2020/21,Argyll and Bute,All Ages,Option 3,1995,23.35245230012876
2020/21,Argyll and Bute,0-17 years,Option 3,0,0
2020/21,Argyll and Bute,18-64 years,Option 3,335,6.867005575598556
2020/21,Argyll and Bute,65-74 years,Option 3,285,23.110606552059682
2020/21,Argyll and Bute,75-84 years,Option 3,595,80.21029927204098
2020/21,Argyll and Bute,85+ years,Option 3,775,298.99691358024694
2020/21,Argyll and Bute,Unknown,Option 3,0,0
2020/21,Argyll and Bute,All Ages,Option 4,180,2.1069881774552264
2020/21,Argyll and Bute,0-17 years,Option 4,0,0
2020/21,Argyll and Bute,18-64 years,Option 4,70,1.4348966874385045
2020/21,Argyll and Bute,65-74 years,Option 4,30,2.4326954265325984
2020/21,Argyll and Bute,75-84 years,Option 4,35,4.7182528983553516
2020/21,Argyll and Bute,85+ years,Option 4,45,17.36111111111111
2020/21,Argyll and Bute,Unknown,Option 4,0,0
2017/18,City of Edinburgh,All Ages,Any SDS,5345,10.41483992907387
2017/18,City of Edinburgh,0-17 years,Any SDS,190,2.197090589514096
2017/18,City of Edinburgh,18-64 years,Any SDS,1660,4.7474146609316366
2017/18,City of Edinburgh,65-74 years,Any SDS,615,14.896812324387172
2017/18,City of Edinburgh,75-84 years,Any SDS,1170,47.4568021416403
2017/18,City of Edinburgh,85+ years,Any SDS,1705,153.18957771787962
2017/18,City of Edinburgh,Unknown,Any SDS,5,NA
2017/18,City of Edinburgh,All Ages,Option 1,1390,2.708442937588901
2017/18,City of Edinburgh,0-17 years,Option 1,80,0.925090774532251
2017/18,City of Edinburgh,18-64 years,Option 1,665,1.9018257527226137
2017/18,City of Edinburgh,65-74 years,Option 1,135,3.2700319736459647
2017/18,City of Edinburgh,75-84 years,Option 1,215,8.720694410643304
2017/18,City of Edinburgh,85+ years,Option 1,295,26.50494159928122
2017/18,City of Edinburgh,Unknown,Option 1,0,0
2017/18,City of Edinburgh,All Ages,Option 2,455,0.8865766450380936
2017/18,City of Edinburgh,0-17 years,Option 2,70,0.8094544277157196
2017/18,City of Edinburgh,18-64 years,Option 2,90,0.2573899514962936
2017/18,City of Edinburgh,65-74 years,Option 2,60,1.4533475438426509
2017/18,City of Edinburgh,75-84 years,Option 2,85,3.447716394905492
2017/18,City of Edinburgh,85+ years,Option 2,150,13.477088948787063
2017/18,City of Edinburgh,Unknown,Option 2,0,0
2017/18,City of Edinburgh,All Ages,Option 3,3890,7.579743185050954
2017/18,City of Edinburgh,0-17 years,Option 3,70,0.8094544277157196
2017/18,City of Edinburgh,18-64 years,Option 3,1015,2.9027866752082
2017/18,City of Edinburgh,65-74 years,Option 3,475,11.505668055420985
2017/18,City of Edinburgh,75-84 years,Option 3,945,38.33049403747871
2017/18,City of Edinburgh,85+ years,Option 3,1385,124.43845462713388
2017/18,City of Edinburgh,Unknown,Option 3,0,0
2017/18,City of Edinburgh,All Ages,Option 4,375,0.7306950371193079
2017/18,City of Edinburgh,0-17 years,Option 4,25,0.2890908670413284
2017/18,City of Edinburgh,18-64 years,Option 4,110,0.31458771849546996
2017/18,City of Edinburgh,65-74 years,Option 4,55,1.33223524852243
2017/18,City of Edinburgh,75-84 years,Option 4,70,2.8392958546280522
2017/18,City of Edinburgh,85+ years,Option 4,120,10.781671159029651
2017/18,City of Edinburgh,Unknown,Option 4,0,0
2018/19,City of Edinburgh,All Ages,Any SDS,6040,11.648987463837994
2018/19,City of Edinburgh,0-17 years,Any SDS,105,1.2087583174084222
2018/19,City of Edinburgh,18-64 years,Any SDS,1945,5.500970093954873
2018/19,City of Edinburgh,65-74 years,Any SDS,745,17.709001877867312
2018/19,City of Edinburgh,75-84 years,Any SDS,1320,53.2258064516129
2018/19,City of Edinburgh,85+ years,Any SDS,1920,171.5664373157001
2018/19,City of Edinburgh,Unknown,Any SDS,5,NA
2018/19,City of Edinburgh,All Ages,Option 1,1565,3.018322082931533
2018/19,City of Edinburgh,0-17 years,Option 1,100,1.1511983975318305
2018/19,City of Edinburgh,18-64 years,Option 1,700,1.9797835813719333
2018/19,City of Edinburgh,65-74 years,Option 1,150,3.5655708478927473
2018/19,City of Edinburgh,75-84 years,Option 1,250,10.080645161290322
2018/19,City of Edinburgh,85+ years,Option 1,370,33.06228219104638
2018/19,City of Edinburgh,Unknown,Option 1,0,0
2018/19,City of Edinburgh,All Ages,Option 2,495,0.9546769527483124
2018/19,City of Edinburgh,0-17 years,Option 2,0,0
2018/19,City of Edinburgh,18-64 years,Option 2,175,0.49494589534298333
2018/19,City of Edinburgh,65-74 years,Option 2,65,1.5450807007535239
2018/19,City of Edinburgh,75-84 years,Option 2,95,3.8306451612903225
2018/19,City of Edinburgh,85+ years,Option 2,155,13.850415512465373
2018/19,City of Edinburgh,Unknown,Option 2,0,0
2018/19,City of Edinburgh,All Ages,Option 3,4430,8.54387656702025
2018/19,City of Edinburgh,0-17 years,Option 3,5,0.057559919876591537
2018/19,City of Edinburgh,18-64 years,Option 3,1250,3.5353278238784522
2018/19,City of Edinburgh,65-74 years,Option 3,595,14.143431029974566
2018/19,City of Edinburgh,75-84 years,Option 3,1065,42.943548387096776
2018/19,City of Edinburgh,85+ years,Option 3,1515,135.37664194441962
2018/19,City of Edinburgh,Unknown,Option 3,5,NA
2018/19,City of Edinburgh,All Ages,Option 4,430,0.8293153326904533
2018/19,City of Edinburgh,0-17 years,Option 4,0,0
2018/19,City of Edinburgh,18-64 years,Option 4,165,0.46666327275195574
2018/19,City of Edinburgh,65-74 years,Option 4,60,1.426228339157099
2018/19,City of Edinburgh,75-84 years,Option 4,90,3.6290322580645165
2018/19,City of Edinburgh,85+ years,Option 4,110,9.829327137878652
2018/19,City of Edinburgh,Unknown,Option 4,0,0
2019/20,City of Edinburgh,All Ages,Any SDS,6415,12.220677042653305
2019/20,City of Edinburgh,0-17 years,Any SDS,140,1.6003475040294464
2019/20,City of Edinburgh,18-64 years,Any SDS,2165,6.045898562947159
2019/20,City of Edinburgh,65-74 years,Any SDS,795,18.53924723660277
2019/20,City of Edinburgh,75-84 years,Any SDS,1370,54.70809040811437
2019/20,City of Edinburgh,85+ years,Any SDS,1940,169.7139357886449
2019/20,City of Edinburgh,Unknown,Any SDS,5,NA
2019/20,City of Edinburgh,All Ages,Option 1,1665,3.1718514849598995
2019/20,City of Edinburgh,0-17 years,Option 1,135,1.5431922360283947
2019/20,City of Edinburgh,18-64 years,Option 1,705,1.9687568068719385
2019/20,City of Edinburgh,65-74 years,Option 1,170,3.9643673336131706
2019/20,City of Edinburgh,75-84 years,Option 1,270,10.781886430796263
2019/20,City of Edinburgh,85+ years,Option 1,385,33.68034292712799
2019/20,City of Edinburgh,Unknown,Option 1,0,0
2019/20,City of Edinburgh,All Ages,Option 2,500,0.9525079534414113
2019/20,City of Edinburgh,0-17 years,Option 2,0,0
2019/20,City of Edinburgh,18-64 years,Option 2,250,0.6981407116567159
2019/20,City of Edinburgh,65-74 years,Option 2,60,1.3991884706870015
2019/20,City of Edinburgh,75-84 years,Option 2,75,2.994968452998962
2019/20,City of Edinburgh,85+ years,Option 2,115,10.060362173038229
2019/20,City of Edinburgh,Unknown,Option 2,0,0
2019/20,City of Edinburgh,All Ages,Option 3,4680,8.91547444421161
2019/20,City of Edinburgh,0-17 years,Option 3,5,0.05715526800105166
2019/20,City of Edinburgh,18-64 years,Option 3,1415,3.951476427977011
2019/20,City of Edinburgh,65-74 years,Option 3,620,14.458280863765683
2019/20,City of Edinburgh,75-84 years,Option 3,1100,43.9262039773181
2019/20,City of Edinburgh,85+ years,Option 3,1535,134.28396465751027
2019/20,City of Edinburgh,Unknown,Option 3,5,NA
2019/20,City of Edinburgh,All Ages,Option 4,420,0.8001066808907854
2019/20,City of Edinburgh,0-17 years,Option 4,0,0
2019/20,City of Edinburgh,18-64 years,Option 4,195,0.5445497550922384
2019/20,City of Edinburgh,65-74 years,Option 4,50,1.1659903922391681
2019/20,City of Edinburgh,75-84 years,Option 4,75,2.994968452998962
2019/20,City of Edinburgh,85+ years,Option 4,95,8.310733969031581
2019/20,City of Edinburgh,Unknown,Option 4,0,0
2020/21,City of Edinburgh,All Ages,Any SDS,8745,16.57442856601342
2020/21,City of Edinburgh,0-17 years,Any SDS,140,1.598976654940838
2020/21,City of Edinburgh,18-64 years,Any SDS,3035,8.428565477595567
2020/21,City of Edinburgh,65-74 years,Any SDS,1100,25.28154447253505
2020/21,City of Edinburgh,75-84 years,Any SDS,1845,73.57926221335993
2020/21,City of Edinburgh,85+ years,Any SDS,2620,229.94558539582235
2020/21,City of Edinburgh,Unknown,Any SDS,5,NA
2020/21,City of Edinburgh,All Ages,Option 1,1770,3.354687085402373
2020/21,City of Edinburgh,0-17 years,Option 1,135,1.541870345835808
2020/21,City of Edinburgh,18-64 years,Option 1,725,2.0134134995903747
2020/21,City of Edinburgh,65-74 years,Option 1,180,4.136980004596644
2020/21,City of Edinburgh,75-84 years,Option 1,295,11.76470588235294
2020/21,City of Edinburgh,85+ years,Option 1,430,37.739160961909775
2020/21,City of Edinburgh,Unknown,Option 1,0,0
2020/21,City of Edinburgh,All Ages,Option 2,495,0.9381752018498162
2020/21,City of Edinburgh,0-17 years,Option 2,0,0
2020/21,City of Edinburgh,18-64 years,Option 2,260,0.7220517377841342
2020/21,City of Edinburgh,65-74 years,Option 2,55,1.2640772236267526
2020/21,City of Edinburgh,75-84 years,Option 2,75,2.991026919242273
2020/21,City of Edinburgh,85+ years,Option 2,105,9.215376513954713
2020/21,City of Edinburgh,Unknown,Option 2,0,0
2020/21,City of Edinburgh,All Ages,Option 3,7060,13.380842272847884
2020/21,City of Edinburgh,0-17 years,Option 3,5,0.05710630910502992
2020/21,City of Edinburgh,18-64 years,Option 3,2365,6.567893691767222
2020/21,City of Edinburgh,65-74 years,Option 3,935,21.48931280165479
2020/21,City of Edinburgh,75-84 years,Option 3,1560,62.213359920239284
2020/21,City of Edinburgh,85+ years,Option 3,2190,192.2064244339126
2020/21,City of Edinburgh,Unknown,Option 3,5,NA
2020/21,City of Edinburgh,All Ages,Option 4,565,1.0708464425154467
2020/21,City of Edinburgh,0-17 years,Option 4,0,0
2020/21,City of Edinburgh,18-64 years,Option 4,305,0.8470222308621576
2020/21,City of Edinburgh,65-74 years,Option 4,65,1.4939094461043438
2020/21,City of Edinburgh,75-84 years,Option 4,90,3.5892323030907276
2020/21,City of Edinburgh,85+ years,Option 4,105,9.215376513954713
2020/21,City of Edinburgh,Unknown,Option 4,0,0
2017/18,Clackmannanshire,All Ages,Any SDS,2565,49.85422740524781
2017/18,Clackmannanshire,0-17 years,Any SDS,5,0.48914106828409315
2017/18,Clackmannanshire,18-64 years,Any SDS,555,17.801013535185067
2017/18,Clackmannanshire,65-74 years,Any SDS,440,73.13829787234043
2017/18,Clackmannanshire,75-84 years,Any SDS,845,279.89400463729714
2017/18,Clackmannanshire,85+ years,Any SDS,720,709.35960591133
2017/18,Clackmannanshire,Unknown,Any SDS,0,0
2017/18,Clackmannanshire,All Ages,Option 1,50,0.9718172983479105
2017/18,Clackmannanshire,0-17 years,Option 1,0,0
2017/18,Clackmannanshire,18-64 years,Option 1,30,0.9622169478478414
2017/18,Clackmannanshire,65-74 years,Option 1,5,0.8311170212765957
2017/18,Clackmannanshire,75-84 years,Option 1,10,3.3123550844650547
2017/18,Clackmannanshire,85+ years,Option 1,5,4.926108374384237
2017/18,Clackmannanshire,Unknown,Option 1,0,0
2017/18,Clackmannanshire,All Ages,Option 2,50,0.9718172983479105
2017/18,Clackmannanshire,0-17 years,Option 2,0,0
2017/18,Clackmannanshire,18-64 years,Option 2,30,0.9622169478478414
2017/18,Clackmannanshire,65-74 years,Option 2,5,0.8311170212765957
2017/18,Clackmannanshire,75-84 years,Option 2,5,1.6561775422325273
2017/18,Clackmannanshire,85+ years,Option 2,10,9.852216748768473
2017/18,Clackmannanshire,Unknown,Option 2,0,0
2017/18,Clackmannanshire,All Ages,Option 3,2545,49.46550048590865
2017/18,Clackmannanshire,0-17 years,Option 3,5,0.48914106828409315
2017/18,Clackmannanshire,18-64 years,Option 3,540,17.319905061261146
2017/18,Clackmannanshire,65-74 years,Option 3,435,72.30718085106383
2017/18,Clackmannanshire,75-84 years,Option 3,840,278.23782709506463
2017/18,Clackmannanshire,85+ years,Option 3,720,709.35960591133
2017/18,Clackmannanshire,Unknown,Option 3,0,0
2017/18,Clackmannanshire,All Ages,Option 4,75,1.4577259475218658
