financial_year,sending_location,age_group,sds_support_services,nclient,rate
2018/19,Angus,75-84 years,Other,0,0
2018/19,Angus,85+ years,Other,0,0
2018/19,Angus,Unknown,Other,0,NA
2018/19,Angus,All Ages,Not Known,0,0
2018/19,Angus,0-17 years,Not Known,0,0
2018/19,Angus,18-64 years,Not Known,0,0
2018/19,Angus,65-74 years,Not Known,0,0
2018/19,Angus,75-84 years,Not Known,0,0
2018/19,Angus,85+ years,Not Known,0,0
2018/19,Angus,Unknown,Not Known,0,NA
2019/20,Angus,All Ages,Local Authority,2620,1000
2019/20,Angus,0-17 years,Local Authority,10,1000
2019/20,Angus,18-64 years,Local Authority,740,1000
2019/20,Angus,65-74 years,Local Authority,380,1000
2019/20,Angus,75-84 years,Local Authority,685,1000
2019/20,Angus,85+ years,Local Authority,805,1000
2019/20,Angus,Unknown,Local Authority,0,NA
2019/20,Angus,All Ages,Personal Assistance Contract,0,0
2019/20,Angus,0-17 years,Personal Assistance Contract,0,0
2019/20,Angus,18-64 years,Personal Assistance Contract,0,0
2019/20,Angus,65-74 years,Personal Assistance Contract,0,0
2019/20,Angus,75-84 years,Personal Assistance Contract,0,0
2019/20,Angus,85+ years,Personal Assistance Contract,0,0
2019/20,Angus,Unknown,Personal Assistance Contract,0,NA
2019/20,Angus,All Ages,Private,2620,1000
2019/20,Angus,0-17 years,Private,10,1000
2019/20,Angus,18-64 years,Private,740,1000
2019/20,Angus,65-74 years,Private,380,1000
2019/20,Angus,75-84 years,Private,685,1000
2019/20,Angus,85+ years,Private,805,1000
2019/20,Angus,Unknown,Private,0,NA
2019/20,Angus,All Ages,Voluntary,2620,1000
2019/20,Angus,0-17 years,Voluntary,10,1000
2019/20,Angus,18-64 years,Voluntary,740,1000
2019/20,Angus,65-74 years,Voluntary,380,1000
2019/20,Angus,75-84 years,Voluntary,685,1000
2019/20,Angus,85+ years,Voluntary,805,1000
2019/20,Angus,Unknown,Voluntary,0,NA
2019/20,Angus,All Ages,Other,0,0
2019/20,Angus,0-17 years,Other,0,0
2019/20,Angus,18-64 years,Other,0,0
2019/20,Angus,65-74 years,Other,0,0
2019/20,Angus,75-84 years,Other,0,0
2019/20,Angus,85+ years,Other,0,0
2019/20,Angus,Unknown,Other,0,NA
2019/20,Angus,All Ages,Not Known,0,0
2019/20,Angus,0-17 years,Not Known,0,0
2019/20,Angus,18-64 years,Not Known,0,0
2019/20,Angus,65-74 years,Not Known,0,0
2019/20,Angus,75-84 years,Not Known,0,0
2019/20,Angus,85+ years,Not Known,0,0
2019/20,Angus,Unknown,Not Known,0,NA
2020/21,Angus,All Ages,Local Authority,2465,1000
2020/21,Angus,0-17 years,Local Authority,5,1000
2020/21,Angus,18-64 years,Local Authority,720,1000
2020/21,Angus,65-74 years,Local Authority,360,1000
2020/21,Angus,75-84 years,Local Authority,625,1000
2020/21,Angus,85+ years,Local Authority,755,1000
2020/21,Angus,Unknown,Local Authority,0,NA
2020/21,Angus,All Ages,Personal Assistance Contract,0,0
2020/21,Angus,0-17 years,Personal Assistance Contract,0,0
2020/21,Angus,18-64 years,Personal Assistance Contract,0,0
2020/21,Angus,65-74 years,Personal Assistance Contract,0,0
2020/21,Angus,75-84 years,Personal Assistance Contract,0,0
2020/21,Angus,85+ years,Personal Assistance Contract,0,0
2020/21,Angus,Unknown,Personal Assistance Contract,0,NA
2020/21,Angus,All Ages,Private,2465,1000
2020/21,Angus,0-17 years,Private,5,1000
2020/21,Angus,18-64 years,Private,720,1000
2020/21,Angus,65-74 years,Private,360,1000
2020/21,Angus,75-84 years,Private,625,1000
2020/21,Angus,85+ years,Private,755,1000
2020/21,Angus,Unknown,Private,0,NA
2020/21,Angus,All Ages,Voluntary,2465,1000
2020/21,Angus,0-17 years,Voluntary,5,1000
2020/21,Angus,18-64 years,Voluntary,720,1000
2020/21,Angus,65-74 years,Voluntary,360,1000
2020/21,Angus,75-84 years,Voluntary,625,1000
2020/21,Angus,85+ years,Voluntary,755,1000
2020/21,Angus,Unknown,Voluntary,0,NA
2020/21,Angus,All Ages,Other,0,0
2020/21,Angus,0-17 years,Other,0,0
2020/21,Angus,18-64 years,Other,0,0
2020/21,Angus,65-74 years,Other,0,0
2020/21,Angus,75-84 years,Other,0,0
2020/21,Angus,85+ years,Other,0,0
2020/21,Angus,Unknown,Other,0,NA
2020/21,Angus,All Ages,Not Known,0,0
2020/21,Angus,0-17 years,Not Known,0,0
2020/21,Angus,18-64 years,Not Known,0,0
2020/21,Angus,65-74 years,Not Known,0,0
2020/21,Angus,75-84 years,Not Known,0,0
2020/21,Angus,85+ years,Not Known,0,0
2020/21,Angus,Unknown,Not Known,0,NA
2017/18,Argyll and Bute,All Ages,Local Authority,1645,1000
2017/18,Argyll and Bute,0-17 years,Local Authority,0,NA
2017/18,Argyll and Bute,18-64 years,Local Authority,335,1000
2017/18,Argyll and Bute,65-74 years,Local Authority,225,1000
2017/18,Argyll and Bute,75-84 years,Local Authority,495,1000
2017/18,Argyll and Bute,85+ years,Local Authority,585,1000
2017/18,Argyll and Bute,Unknown,Local Authority,0,0
2017/18,Argyll and Bute,All Ages,Personal Assistance Contract,160,97.26443768996961
2017/18,Argyll and Bute,0-17 years,Personal Assistance Contract,0,NA
2017/18,Argyll and Bute,18-64 years,Personal Assistance Contract,55,164.17910447761193
2017/18,Argyll and Bute,65-74 years,Personal Assistance Contract,25,111.1111111111111
2017/18,Argyll and Bute,75-84 years,Personal Assistance Contract,30,60.60606060606061
2017/18,Argyll and Bute,85+ years,Personal Assistance Contract,45,76.92307692307693
2017/18,Argyll and Bute,Unknown,Personal Assistance Contract,0,0
2017/18,Argyll and Bute,All Ages,Private,0,0
2017/18,Argyll and Bute,0-17 years,Private,0,NA
2017/18,Argyll and Bute,18-64 years,Private,0,0
2017/18,Argyll and Bute,65-74 years,Private,0,0
2017/18,Argyll and Bute,75-84 years,Private,0,0
2017/18,Argyll and Bute,85+ years,Private,0,0
2017/18,Argyll and Bute,Unknown,Private,0,0
2017/18,Argyll and Bute,All Ages,Voluntary,0,0
2017/18,Argyll and Bute,0-17 years,Voluntary,0,NA
2017/18,Argyll and Bute,18-64 years,Voluntary,0,0
2017/18,Argyll and Bute,65-74 years,Voluntary,0,0
2017/18,Argyll and Bute,75-84 years,Voluntary,0,0
2017/18,Argyll and Bute,85+ years,Voluntary,0,0
2017/18,Argyll and Bute,Unknown,Voluntary,0,0
2017/18,Argyll and Bute,All Ages,Other,20,12.158054711246201
2017/18,Argyll and Bute,0-17 years,Other,0,NA
2017/18,Argyll and Bute,18-64 years,Other,10,29.850746268656717
2017/18,Argyll and Bute,65-74 years,Other,0,0
2017/18,Argyll and Bute,75-84 years,Other,5,10.101010101010102
2017/18,Argyll and Bute,85+ years,Other,5,8.547008547008549
2017/18,Argyll and Bute,Unknown,Other,0,0
2017/18,Argyll and Bute,All Ages,Not Known,0,0
2017/18,Argyll and Bute,0-17 years,Not Known,0,NA
2017/18,Argyll and Bute,18-64 years,Not Known,0,0
2017/18,Argyll and Bute,65-74 years,Not Known,0,0
2017/18,Argyll and Bute,75-84 years,Not Known,0,0
2017/18,Argyll and Bute,85+ years,Not Known,0,0
2017/18,Argyll and Bute,Unknown,Not Known,0,0
2018/19,Argyll and Bute,All Ages,Local Authority,330,155.66037735849056
2018/19,Argyll and Bute,0-17 years,Local Authority,0,0
2018/19,Argyll and Bute,18-64 years,Local Authority,30,78.94736842105263
2018/19,Argyll and Bute,65-74 years,Local Authority,40,137.9310344827586
2018/19,Argyll and Bute,75-84 years,Local Authority,120,186.04651162790697
2018/19,Argyll and Bute,85+ years,Local Authority,145,184.71337579617833
2018/19,Argyll and Bute,Unknown,Local Authority,0,0
2018/19,Argyll and Bute,All Ages,Personal Assistance Contract,190,89.62264150943396
2018/19,Argyll and Bute,0-17 years,Personal Assistance Contract,15,1000
2018/19,Argyll and Bute,18-64 years,Personal Assistance Contract,65,171.05263157894737
2018/19,Argyll and Bute,65-74 years,Personal Assistance Contract,25,86.20689655172414
2018/19,Argyll and Bute,75-84 years,Personal Assistance Contract,35,54.263565891472865
2018/19,Argyll and Bute,85+ years,Personal Assistance Contract,50,63.69426751592356
2018/19,Argyll and Bute,Unknown,Personal Assistance Contract,0,0
2018/19,Argyll and Bute,All Ages,Private,1430,674.5283018867925
2018/19,Argyll and Bute,0-17 years,Private,0,0
2018/19,Argyll and Bute,18-64 years,Private,55,144.73684210526315
2018/19,Argyll and Bute,65-74 years,Private,200,689.6551724137931
2018/19,Argyll and Bute,75-84 years,Private,530,821.7054263565892
2018/19,Argyll and Bute,85+ years,Private,640,815.2866242038217
2018/19,Argyll and Bute,Unknown,Private,0,0
2018/19,Argyll and Bute,All Ages,Voluntary,0,0
2018/19,Argyll and Bute,0-17 years,Voluntary,0,0
2018/19,Argyll and Bute,18-64 years,Voluntary,0,0
2018/19,Argyll and Bute,65-74 years,Voluntary,0,0
2018/19,Argyll and Bute,75-84 years,Voluntary,0,0
2018/19,Argyll and Bute,85+ years,Voluntary,0,0
2018/19,Argyll and Bute,Unknown,Voluntary,0,0
2018/19,Argyll and Bute,All Ages,Other,0,0
2018/19,Argyll and Bute,0-17 years,Other,0,0
2018/19,Argyll and Bute,18-64 years,Other,0,0
2018/19,Argyll and Bute,65-74 years,Other,0,0
2018/19,Argyll and Bute,75-84 years,Other,0,0
2018/19,Argyll and Bute,85+ years,Other,0,0
2018/19,Argyll and Bute,Unknown,Other,0,0
2018/19,Argyll and Bute,All Ages,Not Known,500,235.8490566037736
2018/19,Argyll and Bute,0-17 years,Not Known,0,0
2018/19,Argyll and Bute,18-64 years,Not Known,295,776.3157894736842
2018/19,Argyll and Bute,65-74 years,Not Known,65,224.13793103448276
2018/19,Argyll and Bute,75-84 years,Not Known,65,100.7751937984496
2018/19,Argyll and Bute,85+ years,Not Known,75,95.54140127388536
2018/19,Argyll and Bute,Unknown,Not Known,0,0
2019/20,Argyll and Bute,All Ages,Local Authority,330,152.7777777777778
2019/20,Argyll and Bute,0-17 years,Local Authority,0,0
2019/20,Argyll and Bute,18-64 years,Local Authority,60,141.1764705882353
2019/20,Argyll and Bute,65-74 years,Local Authority,35,122.80701754385964
2019/20,Argyll and Bute,75-84 years,Local Authority,115,179.6875
2019/20,Argyll and Bute,85+ years,Local Authority,125,159.2356687898089
2019/20,Argyll and Bute,Unknown,Local Authority,0,0
2019/20,Argyll and Bute,All Ages,Personal Assistance Contract,190,87.96296296296296
2019/20,Argyll and Bute,0-17 years,Personal Assistance Contract,20,1000
2019/20,Argyll and Bute,18-64 years,Personal Assistance Contract,70,164.7058823529412
2019/20,Argyll and Bute,65-74 years,Personal Assistance Contract,20,70.17543859649122
2019/20,Argyll and Bute,75-84 years,Personal Assistance Contract,35,54.6875
2019/20,Argyll and Bute,85+ years,Personal Assistance Contract,45,57.32484076433121
2019/20,Argyll and Bute,Unknown,Personal Assistance Contract,0,0
2019/20,Argyll and Bute,All Ages,Private,1790,828.7037037037037
2019/20,Argyll and Bute,0-17 years,Private,0,0
2019/20,Argyll and Bute,18-64 years,Private,345,811.7647058823529
2019/20,Argyll and Bute,65-74 years,Private,250,877.1929824561403
2019/20,Argyll and Bute,75-84 years,Private,535,835.9375
2019/20,Argyll and Bute,85+ years,Private,655,834.3949044585987
2019/20,Argyll and Bute,Unknown,Private,0,0
2019/20,Argyll and Bute,All Ages,Voluntary,0,0
2019/20,Argyll and Bute,0-17 years,Voluntary,0,0
2019/20,Argyll and Bute,18-64 years,Voluntary,0,0
2019/20,Argyll and Bute,65-74 years,Voluntary,0,0
2019/20,Argyll and Bute,75-84 years,Voluntary,0,0
2019/20,Argyll and Bute,85+ years,Voluntary,0,0
2019/20,Argyll and Bute,Unknown,Voluntary,0,0
2019/20,Argyll and Bute,All Ages,Other,0,0
2019/20,Argyll and Bute,0-17 years,Other,0,0
2019/20,Argyll and Bute,18-64 years,Other,0,0
2019/20,Argyll and Bute,65-74 years,Other,0,0
2019/20,Argyll and Bute,75-84 years,Other,0,0
2019/20,Argyll and Bute,85+ years,Other,0,0
2019/20,Argyll and Bute,Unknown,Other,0,0
2019/20,Argyll and Bute,All Ages,Not Known,0,0
2019/20,Argyll and Bute,0-17 years,Not Known,0,0
2019/20,Argyll and Bute,18-64 years,Not Known,0,0
2019/20,Argyll and Bute,65-74 years,Not Known,0,0
2019/20,Argyll and Bute,75-84 years,Not Known,0,0
2019/20,Argyll and Bute,85+ years,Not Known,0,0
2019/20,Argyll and Bute,Unknown,Not Known,0,0
2020/21,Argyll and Bute,All Ages,Local Authority,325,145.08928571428572
2020/21,Argyll and Bute,0-17 years,Local Authority,0,0
2020/21,Argyll and Bute,18-64 years,Local Authority,55,127.90697674418605
2020/21,Argyll and Bute,65-74 years,Local Authority,40,126.98412698412697
2020/21,Argyll and Bute,75-84 years,Local Authority,105,161.53846153846155
2020/21,Argyll and Bute,85+ years,Local Authority,125,150.60240963855424
2020/21,Argyll and Bute,Unknown,Local Authority,0,NA
2020/21,Argyll and Bute,All Ages,Personal Assistance Contract,210,93.75
2020/21,Argyll and Bute,0-17 years,Personal Assistance Contract,20,1000
2020/21,Argyll and Bute,18-64 years,Personal Assistance Contract,80,186.04651162790697
2020/21,Argyll and Bute,65-74 years,Personal Assistance Contract,20,63.49206349206349
2020/21,Argyll and Bute,75-84 years,Personal Assistance Contract,40,61.53846153846154
2020/21,Argyll and Bute,85+ years,Personal Assistance Contract,55,66.26506024096386
2020/21,Argyll and Bute,Unknown,Personal Assistance Contract,0,NA
2020/21,Argyll and Bute,All Ages,Private,1880,839.2857142857143
2020/21,Argyll and Bute,0-17 years,Private,0,0
2020/21,Argyll and Bute,18-64 years,Private,355,825.5813953488372
2020/21,Argyll and Bute,65-74 years,Private,270,857.1428571428571
2020/21,Argyll and Bute,75-84 years,Private,550,846.1538461538462
2020/21,Argyll and Bute,85+ years,Private,705,849.3975903614459
2020/21,Argyll and Bute,Unknown,Private,0,NA
2020/21,Argyll and Bute,All Ages,Voluntary,0,0
2020/21,Argyll and Bute,0-17 years,Voluntary,0,0
2020/21,Argyll and Bute,18-64 years,Voluntary,0,0
2020/21,Argyll and Bute,65-74 years,Voluntary,0,0
2020/21,Argyll and Bute,75-84 years,Voluntary,0,0
2020/21,Argyll and Bute,85+ years,Voluntary,0,0
2020/21,Argyll and Bute,Unknown,Voluntary,0,NA
2020/21,Argyll and Bute,All Ages,Other,0,0
2020/21,Argyll and Bute,0-17 years,Other,0,0
2020/21,Argyll and Bute,18-64 years,Other,0,0
2020/21,Argyll and Bute,65-74 years,Other,0,0
2020/21,Argyll and Bute,75-84 years,Other,0,0
2020/21,Argyll and Bute,85+ years,Other,0,0
2020/21,Argyll and Bute,Unknown,Other,0,NA
2020/21,Argyll and Bute,All Ages,Not Known,0,0
2020/21,Argyll and Bute,0-17 years,Not Known,0,0
2020/21,Argyll and Bute,18-64 years,Not Known,0,0
2020/21,Argyll and Bute,65-74 years,Not Known,0,0
2020/21,Argyll and Bute,75-84 years,Not Known,0,0
2020/21,Argyll and Bute,85+ years,Not Known,0,0
2020/21,Argyll and Bute,Unknown,Not Known,0,NA
2017/18,City of Edinburgh,All Ages,Local Authority,1030,192.70346117867166
2017/18,City of Edinburgh,0-17 years,Local Authority,35,184.21052631578945
2017/18,City of Edinburgh,18-64 years,Local Authority,70,42.16867469879518
2017/18,City of Edinburgh,65-74 years,Local Authority,125,203.2520325203252
2017/18,City of Edinburgh,75-84 years,Local Authority,325,277.77777777777777
2017/18,City of Edinburgh,85+ years,Local Authority,475,278.5923753665689
2017/18,City of Edinburgh,Unknown,Local Authority,0,0
2017/18,City of Edinburgh,All Ages,Personal Assistance Contract,315,58.933582787652014
2017/18,City of Edinburgh,0-17 years,Personal Assistance Contract,40,210.52631578947367
2017/18,City of Edinburgh,18-64 years,Personal Assistance Contract,190,114.4578313253012
2017/18,City of Edinburgh,65-74 years,Personal Assistance Contract,25,40.65040650406504
2017/18,City of Edinburgh,75-84 years,Personal Assistance Contract,35,29.914529914529915
2017/18,City of Edinburgh,85+ years,Personal Assistance Contract,30,17.595307917888565
2017/18,City of Edinburgh,Unknown,Personal Assistance Contract,0,0
2017/18,City of Edinburgh,All Ages,Private,2305,431.24415341440596
2017/18,City of Edinburgh,0-17 years,Private,90,473.6842105263158
2017/18,City of Edinburgh,18-64 years,Private,350,210.84337349397592
2017/18,City of Edinburgh,65-74 years,Private,305,495.9349593495935
2017/18,City of Edinburgh,75-84 years,Private,615,525.6410256410256
2017/18,City of Edinburgh,85+ years,Private,945,554.2521994134897
2017/18,City of Edinburgh,Unknown,Private,0,0
2017/18,City of Edinburgh,All Ages,Voluntary,915,171.18802619270346
2017/18,City of Edinburgh,0-17 years,Voluntary,65,342.10526315789474
2017/18,City of Edinburgh,18-64 years,Voluntary,645,388.5542168674699
2017/18,City of Edinburgh,65-74 years,Voluntary,90,146.34146341463415
2017/18,City of Edinburgh,75-84 years,Voluntary,60,51.28205128205128
2017/18,City of Edinburgh,85+ years,Voluntary,60,35.19061583577713
2017/18,City of Edinburgh,Unknown,Voluntary,0,0
2017/18,City of Edinburgh,All Ages,Other,5,0.9354536950420954
2017/18,City of Edinburgh,0-17 years,Other,0,0
2017/18,City of Edinburgh,18-64 years,Other,5,3.0120481927710845
2017/18,City of Edinburgh,65-74 years,Other,0,0
2017/18,City of Edinburgh,75-84 years,Other,0,0
2017/18,City of Edinburgh,85+ years,Other,0,0
2017/18,City of Edinburgh,Unknown,Other,0,0
2017/18,City of Edinburgh,All Ages,Not Known,0,0
2017/18,City of Edinburgh,0-17 years,Not Known,0,0
2017/18,City of Edinburgh,18-64 years,Not Known,0,0
2017/18,City of Edinburgh,65-74 years,Not Known,0,0
2017/18,City of Edinburgh,75-84 years,Not Known,0,0
2017/18,City of Edinburgh,85+ years,Not Known,0,0
2017/18,City of Edinburgh,Unknown,Not Known,0,0
2018/19,City of Edinburgh,All Ages,Local Authority,1130,187.0860927152318
2018/19,City of Edinburgh,0-17 years,Local Authority,0,0
2018/19,City of Edinburgh,18-64 years,Local Authority,150,77.12082262210797
2018/19,City of Edinburgh,65-74 years,Local Authority,140,187.91946308724832
2018/19,City of Edinburgh,75-84 years,Local Authority,350,265.1515151515151
2018/19,City of Edinburgh,85+ years,Local Authority,490,255.20833333333331
2018/19,City of Edinburgh,Unknown,Local Authority,0,0
2018/19,City of Edinburgh,All Ages,Personal Assistance Contract,380,62.913907284768214
2018/19,City of Edinburgh,0-17 years,Personal Assistance Contract,5,47.61904761904761
2018/19,City of Edinburgh,18-64 years,Personal Assistance Contract,235,120.82262210796915
2018/19,City of Edinburgh,65-74 years,Personal Assistance Contract,40,53.691275167785236
2018/19,City of Edinburgh,75-84 years,Personal Assistance Contract,45,34.090909090909086
2018/19,City of Edinburgh,85+ years,Personal Assistance Contract,50,26.041666666666668
2018/19,City of Edinburgh,Unknown,Personal Assistance Contract,0,0
